freq,nrg_bal,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FC_OTH_CP_E,PC,MT	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	76.286 	78.907 	74.71 	74.333 	76.328 	74.424 	80.995 	76.038 	74.425 	73.238 	71.236 	72.137 	73.282 	77.716 	77.746 	78.45 	77.209 	75.469 	76.68 
A,FC_OTH_CP_E,PC,NL	31.098 	28.96 	31.353 	30.366 	31.781 	30.734 	28.99 	33.417 	35.066 	37.712 	39.32 	38.731 	39.516 	39.588 	38.338 	41.235 	41.489 	44.155 	42.794 	42.3 	39.765 	44.734 	42.295 	42.402 	47.064 	45.701 	45.442 	45.259 	45.996 	46.694 	48.14 	47.131 	50.888 	51.993 
A,FC_OTH_CP_E,PC,NO	81.305 	83.893 	84.091 	83.216 	81.826 	82.324 	79.499 	82.346 	82.867 	81.543 	83.267 	81.594 	78.761 	78.597 	79.616 	80.784 	78.547 	79.338 	79.222 	79.198 	75.982 	76.141 	76.216 	75.428 	74.864 	73.629 	71.67 	70.93 	70.84 	70.541 	71.457 	71.536 	70.65 	68.729 
A,FC_OTH_CP_E,PC,PL	33.489 	31.996 	32.025 	33.783 	34.819 	36.185 	35.506 	34.564 	43.609 	45.899 	48.058 	46.51 	40.42 	40.703 	39.63 	42.616 	42.302 	44.964 	44.277 	43.366 	42.491 	45.076 	45.622 	45.905 	49.87 	49.824 	48.337 	50.256 	53.618 	54.058 	54.571 	52.821 	55.647 	60.523 
A,FC_OTH_CP_E,PC,PT	68.813 	68.25 	65.643 	66.613 	68.893 	65.579 	67.572 	68.063 	66.671 	71.16 	69.314 	55.235 	54.781 	61.125 	62.848 	56.297 	64.119 	65.791 	69.658 	67.218 	74.826 	75.361 	74.663 	75.589 	63.063 	62.737 	61.801 	61.159 	60.499 	59.932 	59.821 	57.749 	58.527 	59.074 
A,FC_OTH_CP_E,PC,RO	100 	100 	45.426 	36.369 	36.196 	32.98 	43.204 	24.238 	29.662 	41.981 	49.899 	42.518 	42.285 	35.496 	24.394 	20.595 	17.471 	24.356 	32.575 	31.876 	34.663 	38.134 	38.513 	38.351 	39.983 	41.026 	40.846 	39.547 	38.084 	38.681 	40.023 	40.972 	42.347 	43 
A,FC_OTH_CP_E,PC,RS	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	72.767 	70.204 	73.077 	52.283 	49.219 	47.064 	41.1 	50.646 	52.416 	50.832 	48.367 	48.552 	47.486 	49.995 	51.35 	48.783 	47.07 	45.454 	50.669 
A,FC_OTH_CP_E,PC,SE	52.152 	55.941 	50.429 	49.479 	48.932 	46.113 	43.676 	46.436 	46.986 	46.172 	49.505 	50.298 	50.33 	48.922 	52.013 	54.747 	56.287 	57.981 	57.96 	56.964 	53.94 	54.809 	54.699 	55.392 	57.201 	59.292 	58.588 	59.38 	58.449 	58.663 	62.708 	60.435 	63.134 	62.364 
A,FC_OTH_CP_E,PC,SI	23.892 	26.092 	32.338 	29.921 	39.17 	36.228 	22.315 	27.051 	25.512 	28.046 	34.674 	27.788 	35.895 	38.725 	40.97 	43.753 	48.444 	59.976 	53.986 	53.132 	49.495 	52.759 	60.104 	59.152 	63.219 	61.144 	58.758 	63.035 	65.161 	66.974 	64.481 	67.952 	58.882 	56.506 
A,FC_OTH_CP_E,PC,SK	5.668 	12.345 	10.631 	14.821 	11.517 	17.169 	18.318 	18.317 	14.267 	21.677 	20.593 	36.569 	40.695 	42.783 	43.913 	30.208 	28.702 	31.428 	30.114 	31.304 	32.729 	44.192 	38.215 	37.947 	42.842 	45.429 	45.65 	46.249 	47.206 	46.801 	51.837 	43.718 	41.419 	42.468 
A,FC_OTH_CP_E,PC,TR	71.422 	73.062 	74.385 	79.351 	85.011 	85.895 	85.917 	87.443 	89.603 	93.077 	76.101 	71.455 	70.65 	61.662 	57.884 	55.963 	50.405 	50.16 	34.381 	36.747 	40.879 	41.714 	39.532 	43.813 	44.726 	42.259 	44.143 	44.489 	51.61 	45.709 	42.731 	54.719 	53.149 	49.674 
A,FC_OTH_CP_E,PC,UA	0 	0 	51.982 	53.129 	52.641 	55.159 	46.045 	47.925 	50.414 	47.19 	47.323 	65.829 	66.033 	63.239 	54.61 	73.113 	64.636 	39.335 	39.501 	36.03 	35.543 	41.874 	39.533 	37.137 	43.201 	48.284 	39.112 	42.383 	36.673 	40.117 	38.065 	: 	: 	: 
A,FC_OTH_CP_E,PC,UK	47.271 	47.288 	47.961 	49.906 	41.139 	42.097 	42.251 	44.547 	44.144 	44.808 	46.136 	45.693 	50.013 	49.817 	49.676 	50.75 	52.747 	53.903 	50.558 	52.161 	50.66 	54.005 	51.278 	50.626 	51.71 	48.064 	44.527 	44.477 	43.51 	42.866 	: 	: 	: 	: 
A,FC_OTH_CP_E,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24.852 	27.309 	27.099 	26.092 	27.718 	28.418 	28.572 	21.593 	49.756 	46.869 	48.839 	51.993 	50.83 	52.801 	44.928 	45.211 	29.187 	39.133 	52.529 	52.658 	50.648 	58.465 	55.523 	: 
A,FC_OTH_E,PC,AL	10.214 	9.775 	13.887 	17.872 	20.921 	23.837 	28.209 	26.473 	30.527 	39.449 	38.964 	37.214 	31.044 	37.514 	42.521 	44.946 	30.315 	35.755 	42.808 	48.636 	49.17 	49.13 	50.566 	54.013 	51.046 	48.076 	46.532 	48.039 	48.548 	48.677 	49.929 	50.711 	49.585 	50.187 
A,FC_OTH_E,PC,AT	23.189 	22.249 	22.824 	23.198 	24.448 	23.128 	22.725 	24.444 	24.547 	24.207 	24.984 	24.212 	25.257 	24.897 	24.352 	25.21 	25.311 	26.88 	26.698 	26.627 	25.758 	26.915 	27.214 	26.764 	28.244 	27.37 	26.751 	26.718 	28.274 	28.062 	27.92 	26.96 	29.912 	31.206 
A,FC_OTH_E,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.592 	37.024 	37.44 	42.251 	28.646 	29.204 	28.117 	29.478 	28.782 	: 
A,FC_OTH_E,PC,BE	19.162 	18.55 	18.845 	19.847 	20.285 	19.936 	18.447 	19.852 	20.491 	21.47 	22.463 	22.343 	23.583 	22.202 	22.994 	23.554 	24.882 	26.893 	24.779 	26.106 	24.189 	27.335 	26.315 	24.715 	28.274 	26.077 	25.896 	25.912 	26.047 	27.147 	26.865 	25.393 	27.68 	27.818 
A,FC_OTH_E,PC,BG	28.064 	32.87 	30.954 	32.048 	33.016 	38.223 	37.322 	39.708 	38.07 	40.024 	42.376 	42.818 	41.331 	40.593 	41.075 	40.877 	41.246 	43.915 	46.592 	47.32 	47.006 	46.012 	45.755 	46.515 	47.936 	47.107 	46.554 	46.457 	46.445 	47.243 	44.202 	45.829 	48.196 	50.554 
A,FC_OTH_E,PC,CY	63.478 	64.987 	64.406 	68.044 	67.925 	58.04 	58.28 	58.873 	61.208 	63.011 	63.531 	64.683 	64.905 	65.688 	67.099 	55.272 	52.563 	53.205 	54.632 	54.933 	57.455 	54.652 	53.444 	52.514 	54.531 	52.904 	54.529 	54.381 	53.156 	51.069 	49.81 	52.003 	52.154 	53.706 
A,FC_OTH_E,PC,CZ	12.268 	13.241 	17.689 	18.744 	20.067 	21.405 	23.942 	23.935 	23.435 	22.018 	22.82 	22.205 	22.703 	22.707 	22.155 	23.565 	24.273 	25.252 	25.032 	24.949 	23.403 	23.905 	23.775 	23.789 	24.976 	24.923 	24.697 	24.652 	25.439 	25.702 	25.694 	25.118 	25.888 	27.436 
A,FC_OTH_E,PC,DE	19.831 	19.251 	20.036 	19.872 	20.418 	20.212 	19.042 	19.621 	20.253 	21.727 	22.979 	21.901 	23.583 	23.656 	24.286 	24.471 	23.995 	27.297 	24.737 	26.047 	25.031 	27.14 	26.151 	24.924 	26.714 	26.62 	26.17 	26.216 	26.011 	25.296 	25.174 	25.155 	25.572 	26.019 
A,FC_OTH_E,PC,DK	24.888 	24.123 	25.32 	24.331 	25.414 	24.835 	23.903 	25.096 	25.369 	25.974 	26.903 	26.021 	26.442 	25.998 	26.34 	26.338 	26.73 	26.882 	26.882 	26.302 	24.711 	26.516 	26.415 	26.395 	28.123 	26.568 	26.094 	26.102 	25.939 	26.82 	26.703 	26.569 	27.195 	26.427 
A,FC_OTH_E,PC,EA19	22.11 	21.735 	22.777 	23.06 	24.205 	24.095 	23.234 	24.448 	24.876 	25.82 	26.737 	26.365 	27.573 	27.51 	28.037 	28.223 	29.141 	31.441 	30.317 	30.868 	30.359 	32.561 	31.91 	31.137 	33.351 	32.716 	32.543 	32.267 	32.408 	32.339 	31.946 	31.717 	33.209 	33.869 
A,FC_OTH_E,PC,EA20	22.095 	21.707 	22.748 	23.023 	24.172 	24.063 	23.204 	24.423 	24.845 	25.786 	26.711 	26.329 	27.539 	27.457 	27.994 	28.182 	29.116 	31.403 	30.301 	30.836 	30.326 	32.512 	31.881 	31.115 	33.324 	32.679 	32.507 	32.245 	32.394 	32.333 	31.923 	31.7 	33.197 	33.855 
A,FC_OTH_E,PC,EE	15.183 	14.897 	17.801 	21.709 	19.208 	17.095 	16.488 	16.491 	20.111 	19.412 	20.885 	20.928 	21.783 	21.672 	22.544 	23.451 	25.404 	25.396 	26.659 	26.809 	26.27 	26.758 	26.918 	27.069 	27.588 	28.041 	28.102 	27.378 	27.912 	28.883 	28.155 	30.993 	28.466 	25.868 
A,FC_OTH_E,PC,EL	29.099 	29.82 	32.281 	33.553 	34.734 	35.565 	33.159 	33.63 	34.406 	35.794 	36.13 	35.646 	36.03 	34.584 	36.395 	35.936 	37.082 	39.267 	40.918 	43.899 	44.932 	38.971 	44.422 	51.333 	51.317 	47.298 	52.221 	50.041 	48.711 	47.977 	44.854 	46.52 	44.44 	45.953 
A,FC_OTH_E,PC,ES	35.266 	33.812 	33.788 	34.651 	35.624 	38.379 	38.582 	40.496 	41.175 	41.467 	39.797 	41.35 	41.524 	41.556 	41.134 	42.32 	43.985 	45.683 	47.972 	47.974 	47.48 	48.772 	48.444 	47.325 	47.498 	47.005 	47.837 	48.121 	46.994 	47.597 	46.245 	45.482 	46.869 	48.206 
A,FC_OTH_E,PC,EU27_2020	21.463 	21.313 	22.285 	22.249 	23.271 	23.296 	22.627 	23.573 	24.222 	25.039 	26.108 	25.783 	26.731 	26.64 	27.048 	27.216 	28.103 	30.196 	29.383 	29.782 	29.206 	30.979 	30.459 	29.934 	31.951 	31.486 	31.256 	31.03 	31.09 	31.195 	30.82 	30.578 	32.009 	32.699 
A,FC_OTH_E,PC,EU28	22.033 	21.778 	22.783 	22.713 	23.651 	23.741 	23.052 	24.085 	24.66 	25.421 	26.371 	26.082 	27.069 	27.047 	27.386 	27.671 	28.532 	30.475 	29.589 	30.029 	29.251 	31.222 	30.553 	30.024 	32.076 	31.496 	31.118 	30.946 	30.868 	30.915 	30.82 	30.578 	32.009 	32.699 
A,FC_OTH_E,PC,FI	28.513 	29.211 	29.44 	30.871 	31.11 	30.84 	30.894 	31.921 	32.058 	34.035 	35.357 	34.378 	34.942 	34.48 	35.834 	36.758 	37.32 	36.91 	37.665 	37.238 	36.377 	38.744 	37.769 	38.365 	38.1 	39.04 	38.388 	36.522 	37.451 	37.244 	37.764 	36.95 	36.868 	36.392 
A,FC_OTH_E,PC,FR	26.436 	25.891 	26.72 	27.478 	29.274 	29.476 	28.594 	29.602 	29.412 	29.882 	30.591 	30.359 	31.279 	31.576 	31.4 	31.824 	33.672 	36.356 	35.517 	35.156 	36.322 	38.355 	37.528 	36.976 	39.606 	39.156 	38.846 	38.713 	39.265 	39.141 	39.335 	38.347 	40.273 	40.165 
A,FC_OTH_E,PC,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33.453 	32.346 	33.194 	33.073 	32.711 	36.749 	35.352 	33.791 	34.412 	33.846 	: 
A,FC_OTH_E,PC,HR	20.599 	18.857 	19.444 	19.076 	20.536 	20.793 	20.204 	21.966 	21.768 	22.574 	24.122 	22.775 	24.266 	22.513 	24.048 	24.496 	26.741 	27.975 	28.788 	27.841 	27.274 	28.276 	29.162 	28.973 	30.746 	29.243 	29.132 	30.183 	31.116 	31.785 	29.713 	30.107 	32.113 	32.67 
A,FC_OTH_E,PC,HU	14.374 	14.696 	16.986 	16.01 	16.455 	16.369 	16.413 	17.291 	18.278 	17.633 	18.119 	17.526 	18.026 	17.327 	17.853 	17.127 	18.639 	21.056 	21.508 	20.824 	19.684 	20.032 	18.102 	17.829 	19.809 	19.307 	19.03 	19.428 	20.96 	21.674 	21.041 	20.351 	22.446 	24.102 
A,FC_OTH_E,PC,IE	17.92 	18.885 	20.862 	21.068 	20.948 	21.372 	22.417 	23.427 	23.259 	24.449 	25.522 	25.949 	26.923 	27.585 	27.995 	28.375 	30.327 	31.138 	30.513 	31.053 	30.32 	33.18 	33.741 	33.954 	35.889 	35.761 	35.561 	36.693 	36.676 	37.843 	36.698 	38.75 	41.22 	44.185 
A,FC_OTH_E,PC,IS	15.688 	15.77 	14.705 	14.879 	15.328 	14.926 	13.921 	14.241 	15.799 	16.216 	16.899 	17.403 	17 	16.384 	17.729 	18.154 	19.598 	19.571 	20.232 	19.403 	20.355 	19.996 	19.084 	18.335 	18.082 	18.332 	18.332 	18.941 	18.893 	22.567 	21.069 	20.97 	23.062 	22.173 
A,FC_OTH_E,PC,IT	22.107 	21.448 	22.884 	23.092 	25.331 	23.858 	23.863 	24.952 	24.506 	23.492 	24.827 	24.467 	25.524 	24.539 	25.227 	23.963 	25.285 	25.847 	25.046 	25.193 	24.922 	27.367 	26.744 	26.225 	28.865 	27.708 	27.434 	26.191 	26.322 	26.431 	25.303 	26.697 	28.914 	29.657 
A,FC_OTH_E,PC,LT	12.524 	11.997 	15.042 	12.085 	11.21 	12.059 	13.522 	14.706 	16.183 	17.073 	17.059 	17.347 	17.344 	18.373 	19.441 	19.898 	20.266 	21.733 	23.297 	22.227 	20.847 	22.112 	22.604 	23.327 	24.743 	25.049 	25.043 	24.725 	25.03 	26.12 	26.373 	25.519 	25.867 	25.376 
A,FC_OTH_E,PC,LU	19.545 	17.679 	18.314 	19.497 	20.156 	20.691 	19.203 	19.239 	19.407 	21.308 	24.9 	26.799 	24.137 	23.896 	22.804 	24.696 	25.001 	28.806 	26.823 	27.026 	25.355 	28.362 	27.748 	28.018 	30.209 	27.154 	25.202 	27.568 	27.267 	27.612 	26.257 	26.576 	26.386 	27.189 
A,FC_OTH_E,PC,LV	12.678 	11.916 	11.103 	9.36 	9.232 	10.085 	9.135 	9.365 	11.246 	11.985 	12.891 	11.832 	13.171 	13.45 	14.019 	14.812 	16.01 	17.393 	18.83 	17.129 	18.035 	18.545 	18.89 	19.719 	20.602 	21.566 	21.149 	19.841 	20.095 	20.437 	20.863 	20.095 	20.511 	20.843 
A,FC_OTH_E,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.411 	14.589 	14.862 	15.872 	15.72 	16.459 	15.292 	14.537 	14.853 	15.961 	16.557 	16.184 	18.924 	19.722 
A,FC_OTH_E,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38.81 	35.792 	37.914 	39.385 	39.857 	40.239 	38.124 	39.629 	40.002 	47.373 	47.267 	48.984 	51.029 	52.64 	56.126 	53.857 	54.132 	56.584 	58.372 
A,FC_OTH_E,PC,MK	41.548 	45.999 	35.579 	44.721 	34.403 	38.635 	41.166 	44.616 	44.258 	40.44 	44.525 	48.511 	46.062 	43.296 	42.947 	42.855 	45.021 	47.019 	51.541 	50.939 	51.521 	52.579 	50.555 	52.221 	51.992 	52.081 	53.562 	51.888 	54.529 	54.613 	55.39 	55.718 	55.677 	55.902 
A,FC_OTH_E,PC,MT	69.906 	70.508 	69.852 	70.082 	62.772 	62.831 	57.575 	63.218 	70.661 	61.293 	74.42 	74.825 	73.874 	73.835 	73.087 	73.645 	75.249 	73.726 	72.755 	72.964 	71.319 	76.076 	72.777 	71.787 	71.505 	70.424 	71.884 	70.103 	72.074 	70.928 	71.225 	71.506 	70.223 	71.692 
A,FC_OTH_E,PC,NL	16.005 	14.973 	16.25 	15.896 	17.037 	16.386 	15.163 	17.928 	19.023 	20.313 	20.983 	20.827 	21.826 	22.156 	22.691 	23.918 	24.625 	26.64 	25.319 	25.673 	23.166 	27.1 	26.153 	25.664 	29.632 	28.601 	28.02 	28.568 	28.856 	29.509 	29.951 	28.572 	31.757 	33.207 
A,FC_OTH_E,PC,NO	70.185 	71.732 	72.905 	72.686 	71.87 	72.418 	70.958 	71.599 	71.967 	71.945 	73.294 	72.842 	70.331 	67.741 	68.329 	69.436 	68.747 	70.67 	70.641 	69.927 	70.504 	70.612 	70.857 	71.793 	71.824 	71.678 	70.901 	69.957 	70.071 	70.423 	70.171 	69.731 	67.338 	66.381 
A,FC_OTH_E,PC,PL	15.231 	13.486 	12.701 	11.115 	10.986 	11.157 	11.548 	11.798 	14.488 	15.303 	17.138 	16.442 	16.123 	16.494 	16.684 	16.868 	17.521 	18.655 	19.19 	18.961 	18.38 	19.747 	19.439 	19.552 	21.252 	21.416 	21.099 	20.944 	20.137 	21.175 	21.103 	21.017 	22.405 	23.835 
A,FC_OTH_E,PC,PT	27.697 	29.168 	29.39 	30.163 	31.146 	32.792 	31.72 	33.992 	35.71 	37.429 	38.072 	38.136 	38.898 	40.765 	40.943 	40.922 	44.41 	45.533 	47.046 	47.078 	51.362 	52.4 	51.7 	51.093 	45.977 	46.229 	46.817 	46.194 	46.454 	45.861 	44.841 	45.011 	45.609 	46.427 
A,FC_OTH_E,PC,RO	8.114 	10.523 	12.433 	10.309 	10.809 	10.69 	10.313 	8.146 	8.844 	10.018 	10.44 	12.79 	11.188 	12.036 	10.279 	11.179 	12.14 	13.981 	14.287 	14.97 	15.901 	16.839 	16.888 	17.484 	18.459 	18.713 	18.517 	18.106 	18.2 	18.514 	18.454 	17.593 	18.76 	19.255 
A,FC_OTH_E,PC,RS	26.613 	30.154 	37.795 	37.279 	39.98 	46.463 	42.265 	42.653 	43.257 	43.291 	45.289 	44.12 	41.939 	41.113 	40.897 	43.92 	46.775 	37.774 	43.872 	41.866 	42.035 	39.975 	40.991 	43.392 	43.559 	43.066 	41.349 	41.758 	41.753 	41.859 	36.178 	35.986 	35.767 	36.236 
A,FC_OTH_E,PC,SE	48.003 	48.844 	44.101 	44.712 	44.666 	44.617 	42.859 	44.234 	44.291 	44.432 	47.104 	46.986 	46.924 	46.52 	48.165 	48.259 	49.682 	49.923 	49.76 	49.863 	48.051 	44.204 	43.831 	44.767 	45.593 	46.903 	46.306 	46.599 	46.997 	46.47 	47.266 	46.806 	46.734 	45.919 
A,FC_OTH_E,PC,SI	20.877 	20.031 	23.357 	22.089 	24.74 	23.255 	22.036 	23.655 	22.786 	22.353 	21.484 	19.826 	23.205 	22.533 	23.815 	23.07 	25.433 	27.092 	27.76 	27.903 	27.093 	29.066 	30.337 	30.884 	34.067 	32.162 	32.027 	33.773 	35.816 	36.62 	36.318 	36.685 	38.367 	39.179 
A,FC_OTH_E,PC,SK	9.407 	14.376 	13.75 	17.923 	16.54 	19.526 	19.87 	19.923 	17.496 	20.531 	19.467 	22.503 	23.82 	24.018 	25.374 	21.694 	22.266 	24.81 	23.799 	24.087 	20.679 	24.632 	22.335 	23.37 	26.399 	25.998 	25.5 	25.637 	27.029 	26.76 	27.633 	25.48 	25.776 	27.284 
A,FC_OTH_E,PC,TR	8.479 	9.769 	10.052 	10.887 	12.38 	12.294 	13.308 	14.897 	16.325 	17.427 	18.432 	19.411 	19.61 	20.025 	20.528 	21.089 	21.974 	22.433 	20.874 	22.082 	23.363 	23.183 	24.41 	25.686 	26.876 	26.747 	28.326 	28.18 	31.746 	29.935 	28.984 	29.606 	29.351 	30.211 
A,FC_OTH_E,PC,UA	8.714 	10.413 	14.026 	14.645 	14.602 	14.865 	12.65 	13.226 	14.395 	13.906 	13.533 	13.372 	13.065 	13.572 	13.838 	14.528 	15.107 	15.885 	16.431 	16.502 	16.687 	18.614 	18.316 	19.206 	20.971 	23.895 	21.586 	22.8 	22.835 	25.506 	26.37 	: 	: 	: 
A,FC_OTH_E,PC,UK	25.85 	24.766 	25.945 	25.67 	26.024 	26.592 	25.769 	27.424 	27.464 	27.841 	27.999 	27.964 	29.263 	29.772 	29.601 	30.734 	31.538 	32.365 	31.009 	31.808 	29.567 	33.038 	31.225 	30.669 	32.981 	31.57 	30.148 	30.337 	29.312 	28.965 	: 	: 	: 	: 
A,FC_OTH_E,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41.538 	45.41 	45.144 	44.195 	46.163 	47.238 	47.98 	46.648 	42.823 	41.415 	42.745 	45.204 	45.188 	45.956 	45.081 	42.889 	32.116 	35.528 	38.708 	40.105 	41.044 	46.214 	52.169 	: 
A,FC_OTH_FISH_E,PC,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.363 	5.276 	4.594 	0 	4.519 	2.052 	5.532 	7.342 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	6.272 	5.624 	7.324 	12.226 	11.321 	13.25 
A,FC_OTH_FISH_E,PC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.371 	22.794 	22.999 
A,FC_OTH_FISH_E,PC,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,FC_OTH_FISH_E,PC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	: 	100 	100 	14.552 	14.552 	25.406 	29.861 	7.847 	100 	100 	100 	92.013 	94.577 	97.25 	96.65 	95.029 	82.177 	90.943 
A,FC_OTH_FISH_E,PC,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	7.729 	5.916 	5.911 	7.736 	7.75 	11.227 	11.203 	14.363 	14.369 	13.385 	13.017 	12.723 	14.752 	12.189 	14.133 	14.836 
A,FC_OTH_FISH_E,PC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95.171 	96.992 	96.992 	96.992 	100 	100 	100 	100 	100 	100 	84.211 	86.541 	86.541 	83.065 	79.314 	73.616 	71.087 	38.56 	47.556 	41.447 
A,FC_OTH_FISH_E,PC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26.379 	27.121 	17.686 	27.657 	17.496 	15.584 
A,FC_OTH_FISH_E,PC,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,FC_OTH_FISH_E,PC,EA19	0.37 	0.284 	0.129 	0.115 	0.114 	0.109 	0.113 	0.098 	0.099 	0.091 	0.085 	0.073 	0.072 	0.81 	1.689 	1.771 	1.987 	2.034 	2.463 	2.123 	2.313 	3.389 	3.623 	3.628 	3.753 	3.648 	4.298 	4.696 	5.245 	5.167 	4.189 	4.964 	4.855 	5.042 
A,FC_OTH_FISH_E,PC,EA20	0.37 	0.284 	0.129 	0.115 	0.114 	0.109 	0.113 	0.098 	0.099 	0.09 	0.083 	0.071 	0.07 	0.789 	1.648 	1.727 	1.932 	1.975 	2.384 	2.058 	2.242 	3.278 	3.518 	3.525 	3.651 	3.56 	4.194 	4.593 	5.143 	5.065 	4.107 	4.866 	4.767 	4.952 
A,FC_OTH_FISH_E,PC,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	24.767 
A,FC_OTH_FISH_E,PC,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	11.528 	10.038 	8.706 	11.027 	9.262 	9.123 
A,FC_OTH_FISH_E,PC,ES	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3.082 	3.602 	3.864 	3.798 	4.224 
A,FC_OTH_FISH_E,PC,EU27_2020	0.287 	0.221 	0.099 	0.093 	0.093 	0.09 	0.092 	0.079 	0.08 	0.073 	0.068 	0.06 	0.059 	0.695 	1.517 	1.545 	1.699 	1.761 	2.097 	1.886 	1.994 	2.887 	3.163 	3.14 	3.278 	3.269 	3.807 	4.276 	4.827 	4.798 	4.012 	4.551 	4.489 	4.666 
A,FC_OTH_FISH_E,PC,EU28	0.287 	0.221 	0.099 	0.093 	0.093 	0.09 	0.092 	0.079 	0.08 	0.073 	0.068 	0.06 	0.059 	0.695 	1.517 	1.545 	1.699 	1.761 	2.097 	1.886 	7.9 	8.802 	8.942 	8.758 	8.845 	8.469 	9.186 	10.076 	9.794 	9.899 	4.012 	4.551 	4.489 	4.666 
A,FC_OTH_FISH_E,PC,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,FC_OTH_FISH_E,PC,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1.951 	2.144 	2.274 	2.607 	2.906 	3.209 	3 	3.3 	5.322 	4.837 	5.611 	5.558 	5.6 	6.048 	5.289 	5.37 	6.297 	4.562 	4.359 	3.753 	3.625 
A,FC_OTH_FISH_E,PC,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	100 	: 
A,FC_OTH_FISH_E,PC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,FC_OTH_FISH_E,PC,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	63.636 	46.486 	49.166 	47.645 	51.082 	35.801 	32.321 	36.037 	37.642 	34.347 	35.579 	54.344 
A,FC_OTH_FISH_E,PC,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
