freq,nrg_bal,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NRG_EHG_E,PC,UK	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	: 	: 	: 	: 
A,NRG_EHG_E,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	94.003 	95.454 	100 	100 	100 	100 	100 	100 	98.46 	98.868 	98.908 	98.887 	: 
A,NRG_GW_E,PC,AT	: 	100 	100 	100 	100 	100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_GW_E,PC,CZ	: 	: 	: 	22.527 	20.64 	34.854 	23.476 	22.956 	23.834 	25.586 	26.446 	27.616 	25.442 	21.553 	72.747 	64.688 	35.593 	66.434 	17.567 	7.755 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	: 	: 	: 
A,NRG_GW_E,PC,DE	23.905 	34.117 	32.966 	10.304 	9.288 	8.506 	18.018 	98.865 	99.8 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_GW_E,PC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_GW_E,PC,EA19	27.547 	38.97 	37.791 	20.437 	17.238 	19.046 	35.003 	99.523 	99.914 	99.801 	99.26 	99.555 	99.615 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	0 	0 	: 	: 	0 	0 	0 	0 	0 
A,NRG_GW_E,PC,EA20	27.547 	38.97 	37.791 	20.437 	17.238 	19.046 	35.003 	99.523 	99.914 	99.801 	99.26 	99.555 	99.615 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	0 	0 	: 	: 	0 	0 	0 	0 	0 
A,NRG_GW_E,PC,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 
A,NRG_GW_E,PC,ES	98.203 	96.573 	98.039 	97.973 	97.793 	99.166 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	0 	0 	: 	: 	: 	0 	0 	0 	0 
A,NRG_GW_E,PC,EU27_2020	27.672 	37.016 	37.032 	22.176 	20.337 	24.781 	32.047 	49.579 	53.093 	53.116 	41.711 	42.881 	41.462 	41.918 	81.911 	83.273 	77.993 	89.979 	60.708 	45.498 	67.165 	96.111 	95.994 	96.833 	91.881 	73.933 	73.641 	76.352 	71.892 	70.159 	81.388 	33.204 	40.885 	51.664 
A,NRG_GW_E,PC,EU28	27.672 	37.016 	37.032 	22.176 	18.155 	22.087 	26.976 	38.819 	40.524 	37.801 	29.62 	42.881 	41.462 	41.918 	81.911 	83.273 	77.993 	89.979 	60.708 	45.498 	67.165 	96.111 	95.994 	96.833 	91.881 	73.933 	73.641 	76.352 	71.892 	70.159 	81.388 	33.204 	40.885 	51.664 
A,NRG_GW_E,PC,IT	96.547 	96.825 	96.861 	96.819 	96.678 	97.862 	97.82 	100 	100 	100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_GW_E,PC,PL	27.19 	26.469 	31.626 	22.385 	26.224 	31.19 	30.927 	35.146 	51.207 	77.767 	91.475 	90.356 	91.726 	92.782 	92.471 	93.251 	93.202 	93.123 	92.816 	81.184 	82.711 	87.255 	87.015 	90.32 	94.842 	93.595 	92.924 	94.8 	94.012 	93.38 	97.194 	85.242 	85.815 	91.092 
A,NRG_GW_E,PC,PT	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_GW_E,PC,SE	47.817 	30.714 	32.817 	56.199 	41.093 	75.832 	62.526 	71.075 	77.89 	68.526 	44.052 	14.224 	9.525 	11.811 	10.85 	16.671 	10.563 	17.682 	3.826 	10.569 	7.975 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_GW_E,PC,SI	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_GW_E,PC,TR	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_GW_E,PC,UA	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	66.411 	66.789 	2.393 	2.814 	2.146 	2.405 	3 	2.307 	1.582 	1.301 	1.549 	0.758 	1.167 	4.116 	4.813 	3.974 	: 	: 	: 
A,NRG_GW_E,PC,UK	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_LNG_E,PC,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	14.927 	73.895 	26.816 	64.989 	61.581 	20.479 	11.449 	16.21 	18.138 	8.576 	10.668 
A,NRG_LNG_E,PC,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3.345 	6.374 	4.914 	4.085 	3.547 	3.387 	3.547 	3.768 	2.989 	3.883 	3.762 
A,NRG_LNG_E,PC,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3.345 	6.374 	4.914 	4.085 	3.547 	3.387 	3.547 	3.768 	2.989 	3.883 	3.762 
A,NRG_LNG_E,PC,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 
A,NRG_LNG_E,PC,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NRG_LNG_E,PC,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3.344 	6.287 	4.912 	4.064 	4.413 	4.647 	4.452 	4.567 	4.001 	4.779 	4.673 
A,NRG_LNG_E,PC,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1.064 	1.918 	1.74 	1.756 	2.583 	2.902 	2.157 	4.567 	4.001 	4.779 	4.673 
A,NRG_LNG_E,PC,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NRG_LNG_E,PC,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_LNG_E,PC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_LNG_E,PC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	3.989 	7.705 	8.726 	7.6 	7.194 	7.225 	7.876 	7.695 
A,NRG_LNG_E,PC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
A,NRG_NI_E,PC,BE	: 	: 	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_NI_E,PC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_NI_E,PC,CZ	: 	: 	: 	50.125 	39.552 	45.252 	43.915 	45.719 	51.71 	52.553 	47.171 	47.458 	51.062 	44.166 	44.175 	46.9 	53.01 	53.748 	94.3 	97.051 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_NI_E,PC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_NI_E,PC,EA19	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	42.084 	98.344 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NI_E,PC,EA20	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	42.084 	98.344 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NI_E,PC,ES	: 	: 	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_NI_E,PC,EU27_2020	100 	100 	100 	98.026 	98.104 	98.502 	98.486 	98.491 	98.789 	99.041 	98.949 	99.074 	99.203 	53.37 	50.377 	54.166 	66.657 	68.043 	96.342 	98.824 	45.011 	98.348 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NI_E,PC,EU28	100 	100 	100 	98.035 	98.118 	98.52 	98.502 	98.499 	98.795 	99.044 	98.956 	99.08 	99.207 	60.412 	57.637 	63.694 	73.244 	73.368 	96.956 	98.97 	50.368 	98.359 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NI_E,PC,FR	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NI_E,PC,IT	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	: 	: 	: 
A,NRG_NI_E,PC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_NI_E,PC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NI_E,PC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96.07 	97.033 	97.576 	98.689 	98.552 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NI_E,PC,UA	100 	100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_NI_E,PC,UK	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	: 	: 	: 	: 
A,NRG_NSP_E,PC,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	0 	0 	: 	: 	100 	100 	74.134 	19.855 	25.331 	48.416 	9.426 	48.775 	43.916 	53.696 	54.592 	59.188 	54.97 
A,NRG_NSP_E,PC,AT	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_NSP_E,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 	: 
A,NRG_NSP_E,PC,BE	: 	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	17.331 	58.095 	53.228 	57.171 	55.517 	55.714 	72.631 	78.74 	77.801 	78.226 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NSP_E,PC,BG	100 	100 	29.039 	33.317 	43.399 	51.878 	42.101 	26.373 	50.787 	100 	89.666 	94.651 	100 	99.913 	97.859 	99.209 	97.705 	99.171 	93.803 	100 	100 	97.658 	100 	98.186 	100 	100 	96.969 	95.129 	86.815 	28.104 	32.625 	28.344 	28.27 	26.978 
A,NRG_NSP_E,PC,CY	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NSP_E,PC,CZ	47.602 	51.404 	42.166 	11.045 	8.073 	8.388 	5.692 	23.056 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	70.102 	60.764 	70.122 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NSP_E,PC,DE	9.527 	9.678 	9.469 	2.053 	2.958 	18.057 	16.164 	28.929 	33.719 	9.777 	10.805 	11.744 	9.164 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NRG_NSP_E,PC,DK	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NSP_E,PC,EA19	30.421 	29.711 	28.586 	27.623 	42.676 	54.661 	58.374 	63.883 	65.986 	68.5 	64.611 	72.52 	75.146 	88.615 	66.295 	68.46 	40.811 	43.137 	50.484 	61.058 	52.414 	35.439 	39.618 	40.869 	40.982 	62.819 	60.504 	48.99 	51.069 	50.626 	53.002 	44.469 	45.192 	44.716 
A,NRG_NSP_E,PC,EA20	30.377 	29.711 	28.586 	27.623 	42.676 	54.661 	58.374 	63.883 	65.986 	68.5 	64.611 	72.52 	75.146 	88.582 	66.295 	68.46 	40.811 	43.137 	50.484 	61.058 	52.414 	35.439 	39.618 	40.869 	40.982 	62.819 	60.504 	48.99 	51.069 	50.626 	53.002 	44.469 	45.192 	44.716 
A,NRG_NSP_E,PC,EE	100 	100 	100 	100 	100 	92.647 	92.259 	83.734 	80 	81.773 	100 	100 	100 	100 	58.768 	100 	80.149 	100 	100 	100 	100 	100 	100 	100 	100 	100 	24.56 	100 	43.364 	41.288 	0 	0 	: 	: 
A,NRG_NSP_E,PC,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	100 	: 	: 	: 	: 	100 	100 	100 	100 	100 	98.285 	90.198 	95.47 	98.432 	92.738 	99.933 	99.966 
A,NRG_NSP_E,PC,ES	0 	0 	0 	0 	0 	30.57 	23.968 	41.536 	46.528 	47.558 	35.19 	25.266 	45.606 	33.132 	29.21 	40.15 	15.053 	10.999 	8.39 	17.615 	7.214 	15.225 	16.86 	17.272 	18.896 	75.497 	63.379 	62.765 	66.453 	63.001 	82.179 	69.401 	68.393 	54.662 
A,NRG_NSP_E,PC,EU27_2020	49.223 	49.898 	32.312 	29.132 	39.32 	44.892 	42.353 	44.506 	49.929 	50.294 	51.734 	52.328 	50.128 	69.819 	62.122 	63.602 	43.89 	44.777 	48.861 	57.859 	51.136 	38.918 	41.756 	43.078 	42.531 	56.908 	55.895 	47.765 	49.433 	48.529 	50.795 	45.596 	46.607 	45.607 
A,NRG_NSP_E,PC,EU28	46.539 	46.29 	30.429 	26.519 	35.725 	41.356 	36.837 	38.75 	43.42 	42.045 	43.343 	43.774 	43.167 	62.501 	57.626 	58.074 	41.806 	43.319 	46.664 	55.632 	48.762 	38.077 	40.575 	41.174 	40.914 	52.996 	51.646 	44.791 	46.957 	46.9 	50.795 	45.596 	46.607 	45.607 
A,NRG_NSP_E,PC,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG_NSP_E,PC,FR	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	99.333 	98.616 	98.899 	99.114 	99.288 	98.655 	100 	100 	100 	100 	100 	100 	45.064 	48.633 	56.56 	69.04 	63.735 	70.984 	71.089 
A,NRG_NSP_E,PC,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	100 	100 	100 	100 	100 	: 
A,NRG_NSP_E,PC,HR	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_NSP_E,PC,HU	0 	0 	0 	0 	0 	0 	0 	0 	71.081 	93.063 	83.402 	89.286 	91.853 	94.702 	90.684 	100 	100 	100 	100 	100 	83.94 	82.68 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NRG_NSP_E,PC,IE	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NSP_E,PC,IS	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NSP_E,PC,IT	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	20.396 	19.795 	20.507 	25.449 	30.909 	64.824 	37.226 	33.678 	41.467 	48.289 	45.434 	46.492 	44.747 	44.852 	45.616 	38.514 	30.757 	23.826 	20.333 	20.779 
A,NRG_NSP_E,PC,LT	87.972 	91.932 	95.236 	91.34 	100 	97.168 	97.181 	91.211 	84.201 	85.967 	82.696 	76.613 	74.451 	74.187 	74.985 	71.588 	74.938 	79.554 	80.875 	78.67 	86.152 	79.123 	75.652 	76.89 	77.51 	76.43 	78.963 	81.977 	80.782 	78.787 	78.21 	81.218 	86.517 	85.78 
A,NRG_NSP_E,PC,LV	0 	0 	0 	0 	0 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	88.505 	90.3 	97.022 	97.523 
A,NRG_NSP_E,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97.169 	97.449 	97.075 	85.259 	90.272 	70.08 	71.675 	70.79 	70.645 	82.134 	80.155 	82.024 	86.102 	83.771 
A,NRG_NSP_E,PC,MK	100 	100 	100 	: 	100 	100 	100 	100 	27.334 	100 	93.012 	92.55 	89.177 	78.899 	75.134 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	95.722 	98.556 	98.905 	98.827 	98.352 	97.818 	98.06 	100 
A,NRG_NSP_E,PC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NSP_E,PC,NL	0 	0 	0 	0 	0 	3.466 	1.873 	3.192 	3.047 	2.887 	25.315 	27.959 	25.551 	23.463 	24.071 	20.913 	22.889 	22.445 	18.511 	31.113 	23.759 	25.841 	5.384 	23.371 	21.529 	46.901 	56.116 	41.841 	47.446 	45.905 	23.71 	27.14 	24.639 	31.003 
A,NRG_NSP_E,PC,NO	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 	86.292 	82.253 	84.996 	84.393 	86.451 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	99.734 	98.251 
A,NRG_NSP_E,PC,PL	21.461 	25.407 	23.461 	20.365 	30.489 	39.409 	22.488 	25.773 	27.568 	24.725 	21.958 	25.325 	25.432 	25.08 	35.705 	36.554 	36.863 	36.227 	31.866 	30.118 	31.043 	34.4 	34.137 	36.465 	39.129 	38.671 	35.994 	38.384 	39.719 	45.029 	41.963 	48.73 	53.244 	46.396 
A,NRG_NSP_E,PC,PT	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	87.15 	72.973 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 
A,NRG_NSP_E,PC,RO	58.232 	: 	16.8 	36.575 	39.861 	23.703 	37.074 	40.284 	40.177 	28.053 	64.382 	44.679 	28.281 	38.869 	43.565 	48.813 	48.364 	34.654 	29.841 	30.353 	32.506 	31.582 	35.355 	34.185 	24.366 	31.38 	25.643 	16.634 	20.269 	16.672 	32.187 	24.83 	12.379 	13.488 
A,NRG_NSP_E,PC,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	18.466 	100 	100 	100 	100 	100 	86.062 	89.172 	90.558 	90.577 	88.261 	83.999 	88.188 	88.16 	77.82 	86.788 
A,NRG_NSP_E,PC,SE	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	74.973 	70.059 	82.73 	76.912 	78.668 	81.136 	78.266 	76.517 	74.933 	82.392 	85.219 	83.626 	85.938 	87.901 	68.541 	83.018 	65.794 	61.688 	90.821 
A,NRG_NSP_E,PC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	99.445 	99.397 	100 	90.272 	96.589 	96.24 	96.864 	95.237 	95.194 	94.736 	94.736 	93.928 	93.369 	91.925 	93.551 	91.045 	90.912 	90.444 	89.495 	90.23 	91.746 
A,NRG_NSP_E,PC,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	42.755 	76.755 	90.526 	75.727 	65.927 	65.941 	65.934 	50.404 	67.331 	45.761 	55.444 	37.043 	38.341 	25.71 	24.555 	24.506 	24.905 	26.554 	27.864 	18.952 	25.319 	14.072 	18.829 
A,NRG_NSP_E,PC,TR	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	91.074 	45.798 	42.278 	77.934 	100 	100 	100 	100 	100 	40.044 	35.505 	33.214 	6.43 	2.89 	6.368 
A,NRG_NSP_E,PC,UA	1.888 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	74.04 	66.73 	54.046 	42.915 	69.834 	45.766 	47.816 	79.094 	64.198 	71.518 	92.786 	81.136 	34.894 	0 	0 	0 	: 	: 	: 
A,NRG_NSP_E,PC,UK	4.365 	3.222 	8.267 	2.679 	0.589 	17.802 	18.685 	17.971 	19.424 	16.866 	17.9 	18.227 	20.137 	23.097 	23.574 	20.015 	22.025 	27.472 	23.831 	28.378 	22.713 	29.799 	30.467 	26.795 	27.776 	28.698 	27.257 	25.704 	27.852 	30.051 	: 	: 	: 	: 
A,NRG_NSP_E,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	23.087 	27.476 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,NRG_OIL_NG_E,PC,AL	: 	: 	: 	: 	: 	: 	: 	0 	0 	22.418 	20.731 	20.731 	0 	0 	2.974 	7.055 	24.433 	0 	9.57 	0 	0 	60.545 	46.56 	67.13 	19.438 	17.868 	10.472 	14.151 	14.151 	9.932 	13.272 	12.351 	17.958 	19.452 
A,NRG_OIL_NG_E,PC,AT	3.521 	3.354 	3.248 	4.557 	4.144 	2.954 	7.112 	7.154 	6.263 	5.517 	5.497 	4.288 	4.474 	4.573 	3.418 	4.419 	7.456 	7.508 	10.928 	10.402 	11.796 	14.974 	19.188 	18.795 	22.955 	21.937 	22.436 	27.939 	25.256 	27.554 	23.64 	22.142 	23.17 	20.186 
A,NRG_OIL_NG_E,PC,BG	100 	86.37 	72.027 	41.87 	44.206 	31.587 	12.028 	78.719 	83.871 	100 	20.903 	100 	100 	100 	100 	100 	60.404 	61.56 	42.122 	69.636 	27.129 	37.229 	27.586 	33.912 	40.836 	45.455 	35.102 	44.191 	54.73 	52.72 	46.987 	45.082 	46.834 	38.257 
A,NRG_OIL_NG_E,PC,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	0 	: 	0 	: 
A,NRG_OIL_NG_E,PC,CZ	1.42 	100 	35.294 	9.516 	100 	51.429 	10.052 	9.773 	16.154 	10.955 	24.452 	46.392 	51.282 	38.71 	24.248 	14.931 	24.248 	19.608 	16.165 	19.672 	29.097 	29.227 	28.905 	33.34 	38.444 	42.802 	46.567 	47.235 	56.7 	43.206 	39.307 	34.449 	35.156 	34.729 
A,NRG_OIL_NG_E,PC,DE	6.775 	6.407 	7.477 	6.935 	8.292 	8.548 	7.126 	7.791 	7.396 	7.502 	6.929 	7.513 	8.298 	19.288 	16.798 	13.594 	15.745 	18.923 	19.019 	20.013 	20.727 	22.505 	23.238 	21.043 	21.468 	20.626 	25.355 	20.946 	21.569 	20.947 	21.513 	19.199 	21.402 	22.555 
A,NRG_OIL_NG_E,PC,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
