freq,nrg_bal,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,EI_GDP_PPS,KGOE_TEUR_PPS,NL	: 	: 	: 	: 	: 	285.47 	281.64 	263.63 	249.41 	232.16 	216.72 	214.07 	208.33 	212.99 	207.85 	196.67 	186.14 	174.59 	165.30 	169.65 	175.51 	163.29 	160.17 	153.25 	146.22 	142.47 	143.19 	138.17 	129.79 	124.62 	120.14 	111.75 	92.05 	85.10 	80.81 
A,EI_GDP_PPS,KGOE_TEUR_PPS,NO	: 	: 	: 	: 	: 	265.67 	232.85 	233.58 	247.22 	235.69 	191.25 	198.59 	182.85 	191.87 	184.07 	167.21 	151.48 	138.12 	138.00 	153.33 	153.47 	125.62 	126.47 	130.73 	121.45 	118.05 	136.61 	132.67 	123.20 	120.38 	125.70 	98.72 	64.21 	: 	: 
A,EI_GDP_PPS,KGOE_TEUR_PPS,PL	: 	: 	: 	: 	: 	400.79 	382.66 	354.17 	312.87 	286.93 	262.71 	254.69 	240.05 	236.35 	219.19 	213.25 	212.14 	192.26 	181.31 	170.01 	168.42 	157.41 	146.84 	147.02 	136.91 	130.32 	134.71 	134.05 	132.37 	120.04 	116.18 	113.51 	98.50 	88.44 	83.29 
A,EI_GDP_PPS,KGOE_TEUR_PPS,PT	: 	: 	: 	: 	: 	175.38 	165.39 	165.76 	168.65 	170.30 	161.38 	155.37 	155.79 	147.92 	148.96 	143.29 	129.55 	124.58 	119.53 	121.47 	113.71 	115.37 	111.71 	109.15 	108.75 	109.88 	107.18 	108.97 	102.09 	98.14 	93.36 	86.90 	79.92 	69.05 	63.73 
A,EI_GDP_PPS,KGOE_TEUR_PPS,RO	: 	: 	: 	: 	: 	453.69 	435.46 	428.76 	397.14 	346.25 	337.07 	309.67 	300.30 	298.11 	249.68 	230.71 	205.91 	176.33 	148.38 	136.04 	131.65 	126.67 	119.29 	112.42 	107.55 	103.59 	97.28 	92.58 	86.63 	78.94 	76.68 	74.98 	63.05 	54.88 	51.73 
A,EI_GDP_PPS,KGOE_TEUR_PPS,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	361.11 	367.44 	355.79 	353.61 	349.73 	286.85 	283.76 	253.52 	234.23 	219.84 	221.02 	220.33 	197.26 	197.67 	178.54 	194.80 	198.76 	196.79 	185.31 	173.57 	180.60 	167.02 	158.57 	: 	: 
A,EI_GDP_PPS,KGOE_TEUR_PPS,SE	: 	: 	: 	: 	: 	301.63 	293.56 	281.12 	276.33 	254.33 	224.67 	235.92 	233.41 	223.30 	219.65 	210.90 	191.88 	176.15 	172.23 	166.77 	175.99 	168.37 	164.88 	161.22 	156.79 	142.19 	147.74 	148.31 	144.63 	136.08 	124.72 	120.33 	110.75 	103.28 	99.52 
A,EI_GDP_PPS,KGOE_TEUR_PPS,SI	: 	: 	: 	: 	: 	268.08 	263.74 	260.30 	245.54 	229.30 	221.99 	225.39 	213.63 	207.13 	197.96 	195.44 	184.82 	174.88 	174.93 	169.24 	170.02 	165.53 	160.32 	155.27 	146.31 	141.30 	142.06 	137.71 	130.42 	120.49 	115.12 	107.42 	94.33 	81.81 	81.73 
A,EI_GDP_PPS,KGOE_TEUR_PPS,SK	: 	: 	: 	: 	: 	449.42 	418.03 	396.38 	366.76 	364.53 	348.43 	335.91 	318.18 	298.30 	274.25 	256.41 	229.52 	197.07 	184.48 	177.86 	177.88 	169.49 	160.33 	159.09 	142.69 	143.32 	150.91 	158.26 	150.67 	141.18 	133.51 	133.60 	118.93 	106.50 	96.88 
A,EI_GDP_PPS,KGOE_TEUR_PPS,TR	: 	: 	: 	: 	: 	: 	: 	: 	153.89 	154.40 	153.60 	144.50 	150.86 	152.44 	137.85 	129.36 	126.24 	124.21 	113.26 	119.05 	110.14 	104.29 	103.12 	93.49 	92.50 	91.63 	95.60 	97.29 	95.41 	98.82 	97.27 	96.71 	83.78 	: 	: 
A,EI_GDP_PPS,KGOE_TEUR_PPS,UK	: 	: 	: 	: 	: 	226.16 	218.59 	204.72 	202.60 	195.31 	182.16 	174.13 	164.93 	160.00 	150.36 	146.93 	139.22 	131.37 	127.30 	125.91 	124.67 	114.62 	113.53 	108.98 	99.60 	97.16 	95.02 	90.95 	88.72 	84.94 	: 	: 	: 	: 	: 
