freq,siec,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,C0220,PC,CZ	-13.464 	-14.631 	-14.654 	-15.198 	-11.875 	-12.920 	-11.120 	-9.006 	-7.802 	-8.851 	-5.800 	-6.810 	-4.730 	-2.502 	-2.439 	-2.539 	-3.440 	-2.854 	-4.137 	-2.998 	-2.775 	-3.035 	-2.572 	-2.642 	0.133 	-0.896 	-2.797 	-2.903 	-2.451 	-2.446 	-2.043 	-1.405 	-4.098 	-2.704 	-1.132 
A,C0220,PC,DE	0.959 	1.783 	2.162 	1.982 	1.888 	1.697 	1.707 	1.981 	1.913 	2.117 	1.709 	1.814 	0.704 	0.017 	0.008 	0.004 	0.053 	0.027 	0.020 	-0.015 	0.000 	-0.004 	-0.149 	-0.095 	-0.765 	-0.584 	0.031 	0.036 	0.025 	0.036 	0.051 	0.043 	0.047 	0.054 	0.074 
A,C0220,PC,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0220,PC,EA20	3.365 	4.267 	4.403 	4.358 	3.529 	3.279 	3.636 	3.310 	2.493 	2.426 	1.851 	1.960 	1.080 	0.639 	0.534 	0.605 	0.767 	0.758 	0.996 	0.764 	0.668 	0.684 	0.576 	0.563 	-0.012 	0.074 	0.606 	0.645 	0.677 	0.678 	0.792 	0.395 	0.507 	0.205 	-0.281 
A,C0220,PC,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0220,PC,EL	0.000 	0.000 	-0.031 	0.000 	0.000 	0.000 	0.000 	-0.047 	-0.012 	-0.043 	-0.041 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.015 	0.015 	0.037 	0.048 	0.133 	0.143 	0.116 	0.039 	0.000 	0.000 	0.000 	0.000 	0.000 	-0.023 	0.000 	-4.337 	-12.868 	-21.196 
A,C0220,PC,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0220,PC,EU27_2020	0.706 	0.767 	0.538 	0.245 	0.406 	-0.058 	0.659 	0.440 	0.267 	0.129 	0.176 	0.256 	-0.135 	0.297 	-0.089 	-0.076 	-0.100 	0.081 	-0.052 	-0.027 	-0.091 	-0.125 	-0.097 	-0.101 	-0.040 	-0.110 	-0.030 	0.028 	0.049 	0.022 	0.131 	0.069 	-0.437 	-0.702 	-0.244 
A,C0220,PC,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0220,PC,FR	3.273 	0.096 	0.134 	0.000 	3.999 	3.496 	2.708 	4.343 	2.938 	5.666 	14.648 	15.775 	12.500 	82.353 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	71.552 	82.609 	73.846 	101.307 	94.400 	92.523 	122.986 	87.749 	92.563 	81.494 	98.242 	104.025 	87.876 	74.461 
A,C0220,PC,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.997 	-1.014 	-0.660 	-0.697 	-0.833 	-1.388 	-18.270 	-0.652 	-0.968 	-0.076 	: 	: 
A,C0220,PC,HR	94.490 	89.758 	100.000 	96.671 	96.115 	96.283 	99.117 	100.000 	100.000 	100.000 	100.000 	100.000 	107.951 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.170 	100.000 	91.683 	96.970 	95.228 	127.111 	87.976 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 
A,C0220,PC,HU	2.329 	10.162 	4.981 	5.323 	8.281 	4.908 	4.454 	4.923 	2.991 	2.890 	3.114 	3.729 	0.000 	-0.135 	-0.667 	-4.459 	-6.083 	-3.809 	-1.013 	-0.529 	-0.038 	-0.021 	-1.011 	-2.745 	-4.977 	-2.350 	-1.431 	5.314 	5.171 	4.445 	3.331 	3.579 	5.450 	2.059 	1.215 
A,C0220,PC,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0220,PC,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 
A,C0220,PC,IT	12.213 	3.292 	11.398 	3.125 	5.128 	7.143 	9.868 	6.481 	4.906 	8.667 	40.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	0.000 	100.000 
A,C0220,PC,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	49.998 	66.669 	0.000 	100.000 	49.994 	0.000 	0.000 	100.000 	100.000 	100.000 	0.000 	0.000 	0.000 	100.000 	200.025 	0.000 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	100.000 	100.000 
A,C0220,PC,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0220,PC,LV	166.671 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0220,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0220,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-2.107 	-5.034 	-2.784 	-0.042 	-1.947 	-2.830 	-2.748 	-3.118 	-1.196 	-1.534 	-3.081 	-2.719 	-6.653 	-5.621 	-7.055 	-4.694 	-10.576 	-16.432 	: 	: 
A,C0220,PC,MK	0.498 	2.146 	1.857 	0.251 	0.000 	0.261 	0.264 	0.000 	4.730 	0.649 	0.058 	0.197 	2.796 	4.296 	4.146 	4.356 	2.116 	0.935 	0.808 	-0.077 	-0.187 	0.386 	0.107 	2.436 	1.611 	0.999 	0.483 	0.158 	0.544 	0.453 	0.894 	9.355 	10.973 	: 	: 
A,C0220,PC,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0220,PC,NL	100.000 	100.000 	100.000 	108.108 	100.000 	100.000 	109.091 	96.666 	66.667 	110.526 	93.333 	100.000 	100.000 	100.000 	108.696 	100.000 	100.000 	100.000 	100.000 	143.478 	78.571 	84.000 	106.896 	170.834 	132.258 	100.089 	100.361 	99.956 	99.954 	96.299 	100.000 	100.000 	100.000 	100.000 	100.000 
A,C0220,PC,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0220,PC,PL	-0.308 	-1.990 	-1.551 	-1.307 	-1.087 	-0.562 	-0.011 	-0.043 	-0.037 	-0.021 	-0.015 	-0.025 	-0.068 	-0.059 	-0.043 	-0.013 	0.008 	0.014 	0.031 	-0.067 	-0.160 	-0.109 	0.026 	-0.033 	-0.199 	0.132 	0.127 	0.115 	-0.080 	0.282 	0.210 	0.218 	0.478 	0.617 	0.407 
A,C0220,PC,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0220,PC,RO	11.152 	8.333 	4.445 	1.539 	0.661 	0.155 	3.491 	0.000 	1.164 	0.000 	1.024 	2.230 	0.000 	4.860 	0.289 	1.348 	1.995 	2.664 	0.842 	0.564 	0.362 	0.003 	-0.004 	0.812 	1.644 	0.245 	1.084 	0.002 	-0.011 	0.024 	0.034 	0.059 	-1.148 	-1.561 	0.032 
A,C0220,PC,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.046 	-1.816 	-0.076 	0.266 	0.393 	0.486 	0.465 	0.300 	0.214 	0.670 	1.427 	1.537 	-0.260 	0.426 	1.246 	1.531 	3.056 	2.540 	1.473 	3.086 	1.988 	0.712 	1.098 	0.823 	0.811 	0.664 	1.043 	6.479 	: 	: 
A,C0220,PC,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0220,PC,SI	-1.133 	-2.015 	-0.941 	-0.152 	-0.014 	0.571 	0.702 	0.114 	-0.025 	-0.028 	-0.022 	-0.021 	-0.020 	0.021 	0.021 	0.000 	0.000 	1.906 	4.526 	3.665 	2.279 	2.340 	3.362 	4.433 	1.527 	0.811 	0.258 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0220,PC,SK	54.106 	62.009 	61.929 	62.052 	50.062 	48.022 	52.189 	42.770 	28.556 	22.302 	18.551 	18.369 	19.736 	23.661 	20.182 	25.979 	33.215 	35.005 	37.030 	29.007 	25.763 	24.580 	28.846 	20.814 	24.610 	21.889 	25.663 	30.413 	36.646 	33.454 	35.207 	23.226 	48.199 	44.672 	76.752 
A,C0220,PC,TR	0.038 	0.420 	0.028 	0.000 	0.018 	0.019 	0.000 	0.207 	0.033 	0.017 	0.016 	0.017 	0.000 	-0.036 	0.000 	0.000 	0.045 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	-0.002 	-0.001 	-0.001 	-0.006 	-0.039 	-0.015 	: 	: 
A,C0220,PC,UA	-17.099 	-4.863 	0.000 	0.000 	0.000 	23.467 	58.714 	31.690 	2.431 	2.455 	-1.135 	3.125 	-0.395 	-0.409 	31.181 	6.098 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 
A,C0220,PC,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,C0220,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	-0.015 	-0.015 	-0.014 	0.116 	0.636 	0.882 	0.000 	0.148 	0.153 	0.248 	0.268 	0.662 	-0.133 	-0.318 	-0.517 	-0.177 	-0.075 	-0.004 	-0.203 	0.130 	-2.611 	-1.442 	: 	: 
A,G3000,PC,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,G3000,PC,AT	85.713 	79.440 	80.772 	80.692 	72.594 	84.775 	82.449 	78.434 	78.653 	75.979 	80.582 	72.177 	72.239 	80.219 	79.901 	88.453 	88.199 	82.665 	88.464 	86.896 	75.284 	104.320 	87.297 	74.713 	98.277 	72.601 	85.895 	90.221 	88.160 	122.849 	73.380 	51.016 	149.119 	101.621 	77.256 
A,G3000,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.000 	100.000 	100.000 	100.000 	100.011 	100.000 	100.000 	100.021 	99.979 	: 	: 
A,G3000,PC,BE	100.587 	99.153 	100.970 	100.650 	101.074 	98.186 	100.534 	100.137 	99.659 	101.075 	99.321 	99.653 	102.055 	98.897 	99.925 	100.517 	99.803 	99.473 	100.399 	99.311 	100.269 	100.501 	98.614 	100.516 	101.176 	99.324 	100.559 	98.410 	100.551 	101.796 	99.132 	99.894 	100.803 	100.553 	98.643 
A,G3000,PC,BG	100.640 	97.414 	99.870 	99.326 	97.861 	99.526 	101.152 	104.114 	99.711 	102.625 	93.542 	99.739 	103.995 	94.247 	95.835 	87.653 	89.935 	91.462 	96.232 	98.620 	92.636 	86.088 	83.338 	92.825 	94.067 	97.007 	96.452 	97.609 	98.729 	100.398 	96.420 	96.239 	106.103 	99.694 	97.921 
A,G3000,PC,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,G3000,PC,CZ	91.195 	108.766 	94.259 	95.826 	100.415 	98.049 	100.108 	99.248 	99.059 	96.319 	99.758 	96.317 	102.001 	98.163 	91.092 	97.807 	104.445 	93.439 	98.668 	104.009 	84.838 	110.225 	88.993 	100.216 	96.272 	95.089 	95.707 	101.857 	96.838 	109.753 	86.038 	92.129 	113.376 	100.093 	84.171 
A,G3000,PC,DE	75.939 	75.219 	78.103 	79.385 	81.103 	78.613 	79.690 	80.838 	77.060 	79.588 	79.141 	76.989 	79.490 	78.669 	83.749 	79.632 	81.956 	77.710 	82.233 	85.762 	81.213 	86.754 	85.687 	86.921 	89.426 	90.057 	88.560 	91.373 	95.893 	100.068 	89.104 	90.686 	105.896 	93.660 	91.578 
A,G3000,PC,DK	-51.058 	-60.825 	-63.427 	-58.901 	-54.807 	-47.199 	-45.673 	-70.988 	-58.941 	-57.172 	-64.787 	-65.956 	-64.496 	-55.666 	-79.662 	-113.888 	-103.337 	-99.698 	-120.970 	-91.842 	-68.334 	-55.119 	-53.133 	-23.231 	-46.864 	-48.153 	-44.595 	-56.066 	-38.494 	-7.164 	37.417 	27.812 	27.065 	13.502 	-17.456 
A,G3000,PC,EA20	53.538 	51.201 	52.309 	49.967 	52.779 	54.360 	54.371 	58.554 	59.646 	65.527 	68.591 	64.743 	69.155 	69.515 	69.292 	71.898 	74.006 	71.348 	72.571 	73.439 	70.259 	74.064 	71.593 	69.859 	74.202 	77.869 	78.042 	82.749 	86.918 	91.682 	86.606 	86.230 	101.068 	93.241 	89.509 
A,G3000,PC,EE	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 
A,G3000,PC,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	15.569 	75.638 	95.152 	99.850 	99.062 	99.215 	97.416 	98.809 	97.534 	99.094 	99.063 	99.130 	100.010 	99.728 	99.882 	100.031 	100.321 	99.950 	99.288 	99.877 	99.218 	100.509 	100.665 	98.987 	100.694 	99.409 	101.561 	97.604 	101.292 
A,G3000,PC,ES	74.237 	78.538 	82.663 	88.643 	103.060 	97.394 	96.212 	102.052 	103.865 	104.617 	101.628 	96.505 	100.951 	99.136 	97.790 	101.355 	100.116 	99.121 	100.937 	98.896 	99.424 	101.613 	98.246 	98.619 	103.536 	96.890 	98.742 	101.292 	101.419 	101.495 	97.474 	100.074 	103.221 	98.524 	97.391 
A,G3000,PC,EU27_2020	51.840 	49.826 	50.695 	48.747 	51.387 	53.568 	54.449 	57.390 	58.442 	63.085 	65.721 	62.501 	66.701 	67.344 	66.769 	68.987 	71.160 	68.666 	70.137 	70.679 	67.763 	71.625 	69.243 	68.279 	71.913 	74.491 	75.691 	80.159 	83.247 	89.659 	83.592 	83.636 	97.591 	89.970 	84.989 
A,G3000,PC,FI	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	98.890 	100.253 	100.563 	100.293 	99.625 	103.086 	103.545 	100.525 
A,G3000,PC,FR	93.619 	90.201 	93.514 	86.954 	94.406 	92.954 	90.606 	93.654 	90.168 	102.171 	100.034 	93.085 	98.017 	95.465 	96.316 	99.256 	99.614 	96.475 	97.792 	100.861 	92.810 	103.328 	96.807 	97.909 	103.820 	98.506 	98.980 	98.030 	104.723 	104.475 	94.711 	96.127 	109.054 	99.511 	90.754 
A,G3000,PC,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.730 	99.552 	99.548 	99.720 	99.652 	99.576 	99.643 	99.671 	99.429 	99.565 	: 	: 
A,G3000,PC,HR	26.215 	32.114 	27.957 	29.012 	29.001 	11.567 	33.127 	38.011 	41.755 	41.368 	40.964 	29.559 	24.888 	27.624 	23.461 	23.907 	8.023 	9.175 	16.564 	8.087 	18.063 	19.510 	37.047 	31.827 	28.593 	27.101 	33.519 	53.804 	53.272 	66.406 	68.774 	74.483 	77.460 	68.748 	69.228 
A,G3000,PC,HU	58.006 	56.174 	52.939 	57.033 	53.495 	60.294 	70.968 	67.459 	72.417 	73.860 	75.415 	72.668 	80.522 	83.625 	79.217 	81.094 	82.195 	79.939 	88.125 	85.629 	78.715 	65.568 	72.274 	72.126 	97.666 	69.674 	78.883 	96.250 	77.943 	115.206 	75.622 	67.208 	99.113 	98.602 	65.911 
A,G3000,PC,IE	0.000 	0.000 	0.000 	0.189 	0.104 	3.634 	18.234 	31.225 	49.803 	63.186 	72.109 	81.622 	81.582 	85.788 	81.200 	86.101 	90.978 	92.137 	92.210 	93.990 	95.279 	95.563 	95.211 	96.296 	96.236 	96.326 	40.030 	32.681 	38.781 	52.993 	63.582 	71.264 	73.935 	77.462 	79.459 
A,G3000,PC,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 
A,G3000,PC,IT	64.898 	66.360 	68.797 	63.770 	59.705 	63.894 	66.062 	67.339 	68.240 	72.857 	81.132 	77.127 	84.077 	80.345 	83.754 	84.697 	91.178 	87.025 	90.309 	88.595 	90.512 	90.154 	90.217 	88.110 	89.676 	90.406 	91.761 	92.317 	92.866 	95.057 	92.848 	93.735 	99.233 	96.342 	95.188 
A,G3000,PC,LT	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.759 	100.040 	99.925 	99.926 	100.035 	99.794 	100.651 	101.033 	102.904 	96.302 	100.370 	99.708 	100.267 	100.061 	100.038 	104.135 	99.706 	100.605 	99.320 	98.920 	99.965 	98.929 	100.824 	101.216 	95.955 	99.184 
A,G3000,PC,LU	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 
A,G3000,PC,LV	107.593 	100.000 	123.720 	66.786 	98.248 	98.963 	100.089 	99.397 	106.389 	103.614 	101.913 	85.605 	88.565 	104.353 	130.487 	105.606 	108.769 	96.765 	82.162 	114.062 	61.779 	109.413 	113.794 	115.588 	72.123 	98.565 	82.892 	101.989 	98.834 	100.032 	100.099 	99.968 	99.777 	100.144 	100.103 
A,G3000,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.839 	100.059 	99.992 	99.800 	100.115 	99.851 	100.154 	99.838 	100.245 	99.844 	99.708 	100.166 	109.649 	: 	: 
A,G3000,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,G3000,PC,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	102.599 	101.428 	99.285 	99.851 	100.375 	100.032 	100.147 	99.520 	100.448 	100.100 	99.978 	99.867 	100.090 	100.000 	100.000 	100.066 	99.865 	100.019 	100.000 	100.076 	100.062 	99.965 	99.987 	99.973 	100.002 	: 	: 
A,G3000,PC,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	105.197 	109.481 	103.623 	96.165 	103.480 	100.157 	93.342 	102.028 
A,G3000,PC,NL	-77.443 	-79.393 	-85.987 	-84.143 	-79.452 	-76.444 	-81.287 	-70.611 	-63.852 	-56.506 	-49.096 	-56.229 	-51.535 	-45.025 	-67.635 	-59.277 	-61.701 	-63.574 	-72.908 	-60.458 	-60.423 	-68.143 	-75.970 	-86.935 	-74.846 	-36.649 	-32.786 	-4.362 	14.890 	26.273 	45.044 	33.686 	64.613 	65.244 	56.484 
A,G3000,PC,NO	-1122.013 	-1137.694 	-695.707 	-587.389 	-602.034 	-716.334 	-1131.685 	-945.973 	-860.513 	-828.006 	-1016.692 	-708.709 	-1298.906 	-1181.816 	-1627.512 	-1743.107 	-1801.847 	-1504.252 	-1478.322 	-1587.380 	-1385.840 	-1687.439 	-1750.069 	-1614.268 	-1571.275 	-1552.299 	-1722.399 	-2069.521 	-1820.885 	-1905.009 	-2031.075 	-1884.943 	-2608.548 	: 	: 
A,G3000,PC,PL	75.777 	68.509 	68.670 	57.278 	60.609 	64.594 	66.685 	69.901 	67.838 	67.183 	66.337 	69.176 	66.059 	66.592 	68.342 	69.732 	70.732 	66.022 	72.614 	67.345 	69.305 	75.097 	73.396 	74.202 	71.971 	72.206 	78.378 	77.772 	77.602 	82.370 	78.252 	83.566 	81.224 	81.307 	78.670 
A,G3000,PC,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	114.484 	100.000 	100.400 	100.265 	99.869 	99.904 	100.267 	100.037 	103.794 	100.606 	98.748 	100.141 	101.166 	100.366 	101.559 	99.734 	101.519 	100.036 	100.357 	98.571 	100.418 	101.057 	99.930 	99.282 	100.045 	103.999 	97.529 	98.950 
A,G3000,PC,RO	20.555 	15.716 	16.906 	17.745 	20.127 	24.919 	29.119 	25.288 	25.594 	18.489 	19.823 	17.515 	22.965 	28.765 	29.500 	30.096 	33.743 	30.286 	29.039 	15.104 	16.831 	22.186 	21.317 	11.843 	4.976 	1.802 	13.025 	9.697 	12.026 	23.175 	16.630 	22.800 	18.128 	4.236 	-0.468 
A,G3000,PC,RS	79.609 	75.745 	69.645 	51.352 	44.828 	49.730 	77.135 	77.819 	72.568 	59.973 	59.332 	73.728 	79.073 	83.794 	88.887 	88.262 	88.160 	89.928 	89.288 	90.409 	84.541 	73.136 	84.937 	80.519 	69.021 	79.165 	75.579 	82.087 	82.108 	90.387 	79.643 	78.646 	102.128 	: 	: 
A,G3000,PC,SE	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	102.487 	102.292 	99.073 
A,G3000,PC,SI	94.806 	96.458 	97.639 	96.916 	100.468 	100.594 	98.472 	98.702 	99.163 	99.428 	99.268 	99.393 	99.371 	99.528 	99.519 	99.630 	99.618 	99.718 	99.706 	99.690 	99.305 	99.767 	99.758 	99.627 	99.588 	99.612 	99.393 	99.028 	98.119 	99.201 	99.377 	99.440 	99.459 	99.419 	99.544 
A,G3000,PC,SK	105.211 	94.468 	96.257 	86.192 	91.373 	86.794 	92.070 	92.528 	94.462 	91.386 	98.796 	91.851 	100.063 	97.049 	103.261 	97.481 	96.560 	97.864 	96.311 	108.579 	99.925 	104.800 	89.813 	95.337 	104.812 	95.052 	92.848 	105.587 	89.556 	136.632 	88.052 	69.040 	137.285 	105.668 	91.618 
