freq,unit,siec,nace_r2,geo\TIME_PERIOD	2020 	2021 	2022 	2023 
A,TJ_NCV,H8000,G45,NL	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G45,NO	: 	: 	547.007 	625.716 
A,TJ_NCV,H8000,G45,PL	: 	: 	0.000 	422.266 
A,TJ_NCV,H8000,G45,PT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G45,RO	: 	: 	: 	24.661 
A,TJ_NCV,H8000,G45,SE	: 	: 	1890.065 e	1504.956 e
A,TJ_NCV,H8000,G45,SI	: 	: 	24.220 	28.736 
A,TJ_NCV,H8000,G45,SK	: 	: 	14.420 	1.800 
A,TJ_NCV,H8000,G45,TR	: 	: 	: 	0.000 
A,TJ_NCV,H8000,G46,AL	: 	: 	: 	0.000 
A,TJ_NCV,H8000,G46,AT	: 	: 	327.281 	318.736 
A,TJ_NCV,H8000,G46,BE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G46,BG	: 	: 	1347.499 	1476.194 
A,TJ_NCV,H8000,G46,CZ	: 	: 	1050.370 	1249.511 
A,TJ_NCV,H8000,G46,DE	: 	: 	1775.163 	1755.379 
A,TJ_NCV,H8000,G46,DK	1389.264 	1531.504 	3481.380 	1445.448 
A,TJ_NCV,H8000,G46,EE	: 	: 	116.545 	61.234 
A,TJ_NCV,H8000,G46,FR	: 	: 	376.197 	353.873 
A,TJ_NCV,H8000,G46,HR	: 	: 	147.235 	176.000 
A,TJ_NCV,H8000,G46,HU	: 	: 	26.789 	25.384 
A,TJ_NCV,H8000,G46,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G46,IT	: 	: 	365.652 	331.705 
A,TJ_NCV,H8000,G46,LT	: 	: 	294.000 	323.000 
A,TJ_NCV,H8000,G46,LU	: 	: 	3.832 	3.400 
A,TJ_NCV,H8000,G46,LV	56.581 	25.282 	29.843 	21.292 
A,TJ_NCV,H8000,G46,MD	: 	: 	40.600 	13.240 
A,TJ_NCV,H8000,G46,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G46,MT	: 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G46,NL	: 	: 	222.917 u	194.106 u
A,TJ_NCV,H8000,G46,NO	: 	: 	438.685 	499.926 
A,TJ_NCV,H8000,G46,PL	: 	: 	2002.906 	1690.308 
A,TJ_NCV,H8000,G46,PT	: 	: 	231.031 	0.000 
A,TJ_NCV,H8000,G46,RO	: 	: 	: 	140.484 
A,TJ_NCV,H8000,G46,SE	: 	: 	5147.944 e	2488.064 e
A,TJ_NCV,H8000,G46,SI	: 	: 	50.158 	59.509 
A,TJ_NCV,H8000,G46,SK	: 	: 	63.130 	107.530 
A,TJ_NCV,H8000,G46,TR	: 	: 	: 	0.000 
A,TJ_NCV,H8000,G47,AL	: 	: 	: 	0.000 
A,TJ_NCV,H8000,G47,AT	: 	: 	399.832 	389.392 
A,TJ_NCV,H8000,G47,BE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47,BG	: 	: 	189.412 	121.826 
A,TJ_NCV,H8000,G47,CZ	: 	: 	738.510 	629.230 
A,TJ_NCV,H8000,G47,DE	: 	: 	5592.593 	5884.077 
A,TJ_NCV,H8000,G47,DK	973.923 	1073.638 	3161.636 	1013.309 
A,TJ_NCV,H8000,G47,EE	: 	: 	558.876 	413.151 
A,TJ_NCV,H8000,G47,FR	: 	: 	455.666 	428.627 
A,TJ_NCV,H8000,G47,HR	: 	: 	239.511 	278.530 
A,TJ_NCV,H8000,G47,HU	: 	: 	236.997 	160.990 
A,TJ_NCV,H8000,G47,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G47,IT	: 	: 	596.940 	553.002 
A,TJ_NCV,H8000,G47,LT	: 	: 	1146.000 	1318.000 
A,TJ_NCV,H8000,G47,LU	: 	: 	413.037 	366.525 
A,TJ_NCV,H8000,G47,LV	126.691 	194.934 	147.220 	130.978 
A,TJ_NCV,H8000,G47,MD	: 	: 	26.200 	20.658 
A,TJ_NCV,H8000,G47,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G47,MT	: 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G47,NL	: 	: 	136.971 u	119.269 u
A,TJ_NCV,H8000,G47,NO	: 	: 	492.387 	562.287 
A,TJ_NCV,H8000,G47,PL	: 	: 	2405.070 	2370.875 
A,TJ_NCV,H8000,G47,PT	: 	: 	99.913 	0.000 
A,TJ_NCV,H8000,G47,RO	: 	: 	: 	372.605 
A,TJ_NCV,H8000,G47,SE	: 	: 	5552.911 e	3826.074 e
A,TJ_NCV,H8000,G47,SI	: 	: 	121.426 	144.066 
A,TJ_NCV,H8000,G47,SK	: 	: 	220.930 	304.970 
A,TJ_NCV,H8000,G47,TR	: 	: 	: 	0.000 
A,TJ_NCV,H8000,G471,AL	: 	: 	: 	0.000 
A,TJ_NCV,H8000,G471,AT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,BE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,BG	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,CZ	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,DE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G471,EE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,FR	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,HR	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,HU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G471,IT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,LT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,LU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G471,MD	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G471,MT	: 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G471,NL	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,NO	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,PL	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,PT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,RO	: 	: 	: 	0.000 
A,TJ_NCV,H8000,G471,SE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,SI	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,SK	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G471,TR	: 	: 	: 	0.000 
A,TJ_NCV,H8000,G47_X_G471,AL	: 	: 	: 	0.000 
A,TJ_NCV,H8000,G47_X_G471,AT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,BE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,BG	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,CZ	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,DE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,EE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,FR	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,HR	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,HU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,IT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,LT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,LU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,MD	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,MT	: 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,NL	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,NO	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,PL	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,PT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,RO	: 	: 	: 	0.000 
A,TJ_NCV,H8000,G47_X_G471,SE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,SI	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,SK	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,G47_X_G471,TR	: 	: 	: 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,AL	: 	: 	: 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,AT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,BE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,BG	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,CZ	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,DE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,EE	: 	: 	: 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,FR	: 	: 	423.812 	398.663 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,HR	: 	: 	: 	103.280 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,HU	: 	: 	181.663 	140.584 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,IT	: 	: 	: 	205.212 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,LT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,MD	: 	: 	: 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,MT	: 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,NL	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,NO	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,PL	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,PT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,RO	: 	: 	: 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,SE	: 	: 	: 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,SI	: 	: 	22.139 	19.010 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,SK	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H49-H51_NTRA_X_H495,TR	: 	: 	: 	0.000 
A,TJ_NCV,H8000,H52,AL	: 	: 	: 	0.000 
A,TJ_NCV,H8000,H52,AT	: 	: 	442.385 	430.834 
A,TJ_NCV,H8000,H52,BE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52,BG	: 	: 	69.668 	63.354 
A,TJ_NCV,H8000,H52,CZ	: 	: 	632.820 	604.957 
A,TJ_NCV,H8000,H52,DE	: 	: 	2415.659 	2283.937 
A,TJ_NCV,H8000,H52,DK	435.688 	461.483 	328.193 	471.102 
A,TJ_NCV,H8000,H52,EE	: 	: 	371.853 	144.110 
A,TJ_NCV,H8000,H52,FR	: 	: 	207.696 	195.372 
A,TJ_NCV,H8000,H52,HR	: 	: 	44.895 	53.040 
A,TJ_NCV,H8000,H52,HU	: 	: 	36.862 	28.824 
A,TJ_NCV,H8000,H52,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H52,IT	: 	: 	1109.726 	1269.110 
A,TJ_NCV,H8000,H52,LT	: 	: 	23.000 	42.000 
A,TJ_NCV,H8000,H52,LU	: 	: 	44.649 	39.621 
A,TJ_NCV,H8000,H52,LV	157.484 	248.351 	173.945 	130.407 
A,TJ_NCV,H8000,H52,MD	: 	: 	10.100 	4.127 
A,TJ_NCV,H8000,H52,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H52,MT	: 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H52,NL	: 	: 	97.263 u	84.693 u
A,TJ_NCV,H8000,H52,NO	: 	: 	201.810 	419.964 
A,TJ_NCV,H8000,H52,PL	: 	: 	323.005 	239.428 
A,TJ_NCV,H8000,H52,PT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52,RO	: 	: 	: 	481.671 
A,TJ_NCV,H8000,H52,SE	: 	: 	1178.254 e	246.878 e
A,TJ_NCV,H8000,H52,SI	: 	: 	9.437 	8.103 
A,TJ_NCV,H8000,H52,SK	: 	: 	42.890 	25.380 
A,TJ_NCV,H8000,H52,TR	: 	: 	: 	607.668 
A,TJ_NCV,H8000,H52_STL,AL	: 	: 	: 	0.000 
A,TJ_NCV,H8000,H52_STL,AT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,BE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,BG	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,CZ	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,DE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,EE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,FR	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,HR	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,HU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,IT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,LT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,LU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,MD	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,MT	: 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,NL	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,NO	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,PL	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,PT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,RO	: 	: 	: 	0.000 
A,TJ_NCV,H8000,H52_STL,SE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,SI	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,SK	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H52_STL,TR	: 	: 	: 	0.000 
A,TJ_NCV,H8000,H53,AL	: 	: 	: 	0.000 
A,TJ_NCV,H8000,H53,AT	: 	: 	191.419 	186.421 
A,TJ_NCV,H8000,H53,BE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H53,BG	: 	: 	: @C	: @C
A,TJ_NCV,H8000,H53,CZ	: 	: 	210.020 	203.163 
A,TJ_NCV,H8000,H53,DE	: 	: 	1351.953 	1276.894 
A,TJ_NCV,H8000,H53,DK	352.598 	396.948 	244.805 	346.986 
A,TJ_NCV,H8000,H53,EE	: 	: 	49.966 	28.700 
A,TJ_NCV,H8000,H53,FR	: 	: 	190.410 	179.111 
A,TJ_NCV,H8000,H53,HR	: 	: 	21.982 	25.020 
A,TJ_NCV,H8000,H53,HU	: 	: 	36.839 	26.370 
A,TJ_NCV,H8000,H53,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H53,IT	: 	: 	32.233 	30.093 
A,TJ_NCV,H8000,H53,LT	: 	: 	130.000 	114.000 
A,TJ_NCV,H8000,H53,LU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H53,LV	37.408 	35.293 	15.143 	26.118 
A,TJ_NCV,H8000,H53,MD	: 	: 	4.500 	2.760 
A,TJ_NCV,H8000,H53,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H53,MT	: 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,H53,NL	: 	: 	34.559 u	30.094 u
A,TJ_NCV,H8000,H53,NO	: 	: 	43.768 	45.924 
A,TJ_NCV,H8000,H53,PL	: 	: 	355.359 	436.348 
A,TJ_NCV,H8000,H53,PT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H53,RO	: 	: 	: 	247.129 
A,TJ_NCV,H8000,H53,SE	: 	: 	694.046 e	72.611 e
A,TJ_NCV,H8000,H53,SI	: 	: 	3.880 	3.332 
A,TJ_NCV,H8000,H53,SK	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,H53,TR	: 	: 	: 	0.000 
A,TJ_NCV,H8000,I,AL	: 	: 	: 	0.000 
A,TJ_NCV,H8000,I,AT	: 	: 	1904.891 	1855.152 
A,TJ_NCV,H8000,I,BE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I,BG	: 	: 	242.052 	253.029 
A,TJ_NCV,H8000,I,CZ	: 	: 	552.270 	520.510 
A,TJ_NCV,H8000,I,DE	: 	: 	18868.081 	17724.689 
A,TJ_NCV,H8000,I,DK	3988.680 	4285.144 	3215.481 	4515.797 
A,TJ_NCV,H8000,I,EE	: 	: 	439.049 	342.680 
A,TJ_NCV,H8000,I,FR	: 	: 	1717.906 	1615.966 
A,TJ_NCV,H8000,I,HR	: 	: 	172.171 	213.730 
A,TJ_NCV,H8000,I,HU	: 	: 	157.437 	123.555 
A,TJ_NCV,H8000,I,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I,IT	: 	: 	520.921 	497.773 
A,TJ_NCV,H8000,I,LT	: 	: 	257.000 	302.000 
A,TJ_NCV,H8000,I,LU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I,LV	52.699 	61.925 	68.663 	52.031 
A,TJ_NCV,H8000,I,MD	: 	: 	11.800 	11.569 
A,TJ_NCV,H8000,I,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I,MT	: 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I,NL	: 	: 	630.459 u	548.972 u
A,TJ_NCV,H8000,I,NO	: 	: 	682.315 	782.840 
A,TJ_NCV,H8000,I,PL	: 	: 	1730.097 	1341.438 
A,TJ_NCV,H8000,I,PT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I,RO	: 	: 	: 	289.197 
A,TJ_NCV,H8000,I,SE	: 	: 	3121.775 e	2157.624 e
A,TJ_NCV,H8000,I,SI	: 	: 	190.037 	163.697 
A,TJ_NCV,H8000,I,SK	: 	: 	25.020 	88.140 
A,TJ_NCV,H8000,I,TR	: 	: 	: 	352.780 
A,TJ_NCV,H8000,I55,AL	: 	: 	: 	0.000 
A,TJ_NCV,H8000,I55,AT	: 	: 	1729.440 	1684.282 
A,TJ_NCV,H8000,I55,BE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I55,BG	: 	: 	195.425 	207.883 
A,TJ_NCV,H8000,I55,CZ	: 	: 	157.590 	125.280 
A,TJ_NCV,H8000,I55,DE	: 	: 	15336.585 	14368.739 
A,TJ_NCV,H8000,I55,DK	550.080 	576.897 	433.877 	667.575 
A,TJ_NCV,H8000,I55,EE	: 	: 	359.940 	293.973 
A,TJ_NCV,H8000,I55,FR	: 	: 	1550.686 	1458.668 
A,TJ_NCV,H8000,I55,HR	: 	: 	85.138 	104.300 
A,TJ_NCV,H8000,I55,HU	: 	: 	56.252 	51.438 
A,TJ_NCV,H8000,I55,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I55,IT	: 	: 	123.475 	124.974 
A,TJ_NCV,H8000,I55,LT	: 	: 	168.000 	176.000 
A,TJ_NCV,H8000,I55,LU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I55,LV	42.092 	50.607 	61.438 	43.375 
A,TJ_NCV,H8000,I55,MD	: 	: 	7.300 	3.721 
A,TJ_NCV,H8000,I55,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I55,MT	: 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I55,NL	: 	: 	397.269 u	345.921 u
A,TJ_NCV,H8000,I55,NO	: 	: 	682.315 	782.840 
A,TJ_NCV,H8000,I55,PL	: 	: 	1632.643 	1271.561 
A,TJ_NCV,H8000,I55,PT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I55,RO	: 	: 	: 	264.212 
A,TJ_NCV,H8000,I55,SE	: 	: 	701.011 e	412.039 e
A,TJ_NCV,H8000,I55,SI	: 	: 	179.493 	154.615 
A,TJ_NCV,H8000,I55,SK	: 	: 	4.400 	72.650 
A,TJ_NCV,H8000,I55,TR	: 	: 	: 	352.780 
A,TJ_NCV,H8000,I551,AL	: 	: 	: 	0.000 
A,TJ_NCV,H8000,I551,AT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,BE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,BG	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,CZ	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,DE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I551,EE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,FR	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,HR	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,HU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I551,IT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,LT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,LU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I551,MD	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I551,MT	: 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I551,NL	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,NO	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,PL	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,PT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,RO	: 	: 	: 	0.000 
A,TJ_NCV,H8000,I551,SE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,SI	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,SK	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I551,TR	: 	: 	: 	0.000 
A,TJ_NCV,H8000,I552,AL	: 	: 	: 	0.000 
A,TJ_NCV,H8000,I552,AT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,BE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,BG	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,CZ	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,DE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I552,EE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,FR	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,HR	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,HU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I552,IT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,LT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,LU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I552,MD	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I552,MT	: 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I552,NL	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,NO	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,PL	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,PT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,RO	: 	: 	: 	0.000 
A,TJ_NCV,H8000,I552,SE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,SI	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,SK	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I552,TR	: 	: 	: 	0.000 
A,TJ_NCV,H8000,I553,AL	: 	: 	: 	0.000 
A,TJ_NCV,H8000,I553,AT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I553,BE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I553,BG	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I553,CZ	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I553,DE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I553,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I553,EE	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I553,FR	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I553,HR	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I553,HU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I553,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I553,IT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I553,LT	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I553,LU	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I553,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I553,MD	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I553,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I553,MT	: 	0.000 	0.000 	0.000 
A,TJ_NCV,H8000,I553,NL	: 	: 	0.000 	0.000 
A,TJ_NCV,H8000,I553,NO	: 	: 	0.000 	0.000 
