freq,nrg_bal,siec,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FC_OTH_HH_E_WH,G3000,TJ_GCV,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,AT	3874.536 	3926.638 	4181.926 	4099.122 	4694.756 	4733.413 	4817.459 	5040.264 	4741.945 	4682.177 	5102.394 	6152.485 	5320.961 	5041.591 
A,FC_OTH_HH_E_WH,H8000,TJ,BA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,BG	5829.000 	5565.000 	5569.000 	5457.000 	5759.000 	5382.000 	5452.248 	5263.743 	5287.128 	5192.451 	5145.590 	5031.211 	4998.027 	4867.079 
A,FC_OTH_HH_E_WH,H8000,TJ,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	16106.000 	14534.967 	14385.892 	13965.576 	13242.520 	13286.401 	13520.994 	13045.000 	12364.964 
A,FC_OTH_HH_E_WH,H8000,TJ,DE	17552.051 	18905.407 	15051.370 	13898.945 	13903.808 	14300.336 	15095.432 	16101.996 	13839.519 	15752.181 	15406.476 	17339.829 	13524.091 	13497.248 
A,FC_OTH_HH_E_WH,H8000,TJ,DK	0.000 	0.000 	0.000 	0.000 	0.000 	24782.000 	25144.675 	25449.000 	25792.000 	26090.000 	26418.574 	26758.802 	27215.816 	27906.798 
A,FC_OTH_HH_E_WH,H8000,TJ,EA20	42990.131 	43285.605 	40118.455 	39386.140 	39349.600 	67498.980 	69647.341 	74506.922 	73568.388 	74913.456 	75305.976 	78798.061 	73347.932 	74049.189 
A,FC_OTH_HH_E_WH,H8000,TJ,EE	3082.126 	2867.209 	2929.585 	2844.977 	2571.595 	2443.345 	2687.906 	2742.047 	2779.000 	2816.156 	2696.758 	2758.516 	2883.000 	2767.483 
A,FC_OTH_HH_E_WH,H8000,TJ,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	164.100 	93.567 	189.659 	135.732 	62.062 	33.511 	81.219 	79.925 
A,FC_OTH_HH_E_WH,H8000,TJ,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,EU27_2020	48819.131 	48850.605 	45687.455 	44843.140 	45108.600 	190748.423 	193005.947 	198758.803 	197546.092 	198251.427 	197598.541 	210442.068 	207693.965 	208708.881 
A,FC_OTH_HH_E_WH,H8000,TJ,FI	0.000 	0.000 	0.000 	0.000 	0.000 	18814.000 	19084.000 	19540.000 	19768.000 	20038.000 	20248.000 	20408.000 	20240.000 	20225.000 
A,FC_OTH_HH_E_WH,H8000,TJ,FR	9852.844 	9711.465 	9793.395 	10312.338 	10173.890 	10873.061 	10951.798 	11161.856 	11734.293 	12293.421 	12595.894 	12742.430 	13215.490 	13466.531 
A,FC_OTH_HH_E_WH,H8000,TJ,GE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,HR	544.312 	472.819 	501.847 	513.265 	466.144 	404.491 	366.950 	359.412 	350.413 	314.985 	315.200 	333.861 	328.660 	304.800 
A,FC_OTH_HH_E_WH,H8000,TJ,HU	0.000 	0.000 	0.000 	0.000 	0.000 	5043.443 	5023.716 	4888.246 	5033.000 	4986.000 	5201.000 	5111.000 	4746.000 	4682.000 
A,FC_OTH_HH_E_WH,H8000,TJ,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,IT	0.000 	0.000 	0.000 	0.000 	0.000 	4918.592 	5125.770 	4828.047 	5877.807 	4729.645 	4133.654 	2949.235 	2378.482 	2029.925 
A,FC_OTH_HH_E_WH,H8000,TJ,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	3101.000 	2866.000 	2706.000 	2992.000 	3986.000 	3449.000 	3218.000 
A,FC_OTH_HH_E_WH,H8000,TJ,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,LV	4795.553 	4182.162 	4385.991 	4196.041 	3995.206 	3837.368 	4209.648 	4243.400 	4226.983 	4184.903 	3952.356 	4740.769 	4166.535 	3960.066 
A,FC_OTH_HH_E_WH,H8000,TJ,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	617.900 	656.343 	583.302 	585.737 	166.603 	136.946 	131.959 
A,FC_OTH_HH_E_WH,H8000,TJ,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,NL	2738.173 	2696.625 	2780.010 	2995.885 	2954.736 	3409.291 	3433.265 	3541.287 	3638.941 	3803.778 	4099.746 	4140.918 	4314.325 	4557.332 
A,FC_OTH_HH_E_WH,H8000,TJ,NO	780.362 e	567.130 e	684.125 e	779.416 e	719.814 e	746.707 e	872.392 e	983.154 e	1013.861 e	1114.846 e	1055.917 e	1235.184 e	1189.719 e	1385.853 e
A,FC_OTH_HH_E_WH,H8000,TJ,PL	0.000 	0.000 	0.000 	0.000 	0.000 	48750.000 	48750.000 	49750.000 	49750.000 	49750.000 	49686.000 	55471.000 	60451.190 	59726.851 
A,FC_OTH_HH_E_WH,H8000,TJ,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,H8000,TJ,RS	415.000 	468.000 	440.000 	410.000 	390.000 	437.000 	440.000 	429.822 	440.247 	409.806 	474.963 	500.365 	415.138 	410.208 
A,FC_OTH_HH_E_WH,H8000,TJ,SE	0.000 	0.000 	0.000 	0.000 	0.000 	23186.000 	24453.000 	24515.000 	24150.000 	24077.000 	22555.000 	25751.000 	23890.000 	25112.000 
A,FC_OTH_HH_E_WH,H8000,TJ,SI	550.537 	523.281 	494.331 	525.566 	589.464 	511.874 	489.714 	480.786 	495.328 	522.148 	571.936 	551.407 	536.769 	621.289 
A,FC_OTH_HH_E_WH,H8000,TJ,SK	0.000 	0.000 	0.000 	0.000 	0.000 	3253.210 	3221.300 	3273.260 	3060.500 	2934.330 	3129.500 	2661.100 	2909.400 	4280.000 
A,FC_OTH_HH_E_WH,H8000,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.730 	6.737 e
A,FC_OTH_HH_E_WH,H8000,TJ,UA	: 	: 	: 	: 	: 	: 	37642.500 	31987.152 	27515.432 	30567.616 	30165.869 	: 	: 	: 
A,FC_OTH_HH_E_WH,H8000,TJ,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 
A,FC_OTH_HH_E_WH,H8000,TJ,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,THS_T,AL	11.730 	11.492 	11.998 	11.787 	13.744 	13.545 	15.268 	17.064 	17.423 	16.730 	17.268 	18.648 	17.440 	16.842 
A,FC_OTH_HH_E_WH,O4000,THS_T,AT	117.069 	130.780 	120.016 	122.003 	115.266 	107.808 	102.788 	101.783 	90.516 	90.904 	93.306 	107.476 	90.726 	73.654 
A,FC_OTH_HH_E_WH,O4000,THS_T,BA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,THS_T,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	165.000 	156.200 	147.200 	139.500 	167.200 	169.900 	173.000 	174.700 
A,FC_OTH_HH_E_WH,O4000,THS_T,BG	0.228 	0.288 	0.264 	0.264 	0.252 	0.798 	0.643 	0.572 	0.520 	0.462 	0.474 	0.488 	0.405 	0.303 
A,FC_OTH_HH_E_WH,O4000,THS_T,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	6.462 	8.600 	8.488 	7.864 	8.157 	6.876 
A,FC_OTH_HH_E_WH,O4000,THS_T,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,THS_T,DE	1938.418 	2037.331 	2015.481 	1504.059 	1612.333 	1447.415 	1417.436 	1546.474 	1486.735 	1779.361 	1955.693 	1188.670 	1629.623 	1512.406 
A,FC_OTH_HH_E_WH,O4000,THS_T,DK	0.000 	0.000 	0.000 	0.000 	0.000 	102.417 	97.903 	93.819 	78.254 	80.606 	73.356 	68.992 	63.221 	52.716 
A,FC_OTH_HH_E_WH,O4000,THS_T,EA20	3718.588 	3695.919 	3560.770 	2994.064 	3058.254 	3507.896 	3660.103 	3775.729 	3728.108 	3864.888 	4139.106 	3258.012 	3557.858 	3295.797 
A,FC_OTH_HH_E_WH,O4000,THS_T,EE	0.554 	0.692 	0.692 	0.554 	0.554 	0.554 	0.415 	0.277 	0.247 	0.200 	0.185 	0.141 	0.146 	0.138 
A,FC_OTH_HH_E_WH,O4000,THS_T,EL	0.000 	0.000 	0.000 	4.925 	0.000 	59.800 	29.300 	42.658 	42.175 	45.211 	57.256 	50.912 	73.274 	69.830 
A,FC_OTH_HH_E_WH,O4000,THS_T,ES	711.645 	624.337 	602.024 	586.847 	560.629 	579.764 	570.534 	536.339 	560.300 	474.344 	460.766 	478.433 	515.087 	451.776 
A,FC_OTH_HH_E_WH,O4000,THS_T,EU27_2020	3718.816 	3696.207 	3561.034 	2994.328 	3058.506 	3739.796 	3880.049 	4000.444 	3938.966 	4081.643 	4339.728 	3422.200 	3703.960 	3424.436 
A,FC_OTH_HH_E_WH,O4000,THS_T,FI	0.000 	0.000 	0.000 	0.000 	0.000 	64.000 	60.000 	55.000 	54.000 	49.000 	46.000 	37.000 	34.000 	19.000 
A,FC_OTH_HH_E_WH,O4000,THS_T,FR	570.446 	569.895 	519.888 	487.145 	505.585 	474.689 	536.312 	562.236 	535.208 	509.874 	525.197 	463.425 	336.973 	298.601 
A,FC_OTH_HH_E_WH,O4000,THS_T,GE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.295 	0.172 	0.158 	0.082 	0.061 	0.070 
A,FC_OTH_HH_E_WH,O4000,THS_T,HR	14.177 	10.987 	10.382 	9.842 	8.693 	7.991 	7.256 	7.922 	7.347 	5.875 	5.400 	5.205 	4.897 	4.700 
A,FC_OTH_HH_E_WH,O4000,THS_T,HU	0.000 	0.000 	0.000 	0.000 	0.000 	9.210 	7.651 	9.635 	9.777 	9.493 	6.697 	6.232 	5.581 	5.395 
A,FC_OTH_HH_E_WH,O4000,THS_T,IE	0.000 	0.000 	0.000 	0.000 	0.000 	231.925 	249.520 	256.152 	261.484 	263.579 	303.091 	272.564 	239.048 	245.345 
A,FC_OTH_HH_E_WH,O4000,THS_T,IT	0.000 	0.000 	0.000 	0.000 	0.000 	294.919 	287.951 	274.851 	300.406 	268.515 	263.068 	250.024 	241.711 	236.871 
A,FC_OTH_HH_E_WH,O4000,THS_T,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	4.600 	5.100 	4.900 	5.100 	5.900 	7.100 	7.100 
A,FC_OTH_HH_E_WH,O4000,THS_T,LU	10.666 	12.874 	11.185 	10.723 	10.198 	12.211 	10.304 	7.439 	8.878 	9.295 	7.280 	8.652 	8.654 	7.244 
A,FC_OTH_HH_E_WH,O4000,THS_T,LV	6.540 	6.540 	6.540 	6.540 	6.605 	6.383 	6.935 	7.822 	8.209 	8.160 	7.646 	7.518 	7.547 	7.872 
A,FC_OTH_HH_E_WH,O4000,THS_T,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	14.863 	14.863 	13.559 	13.038 	5.283 	4.869 	4.765 
A,FC_OTH_HH_E_WH,O4000,THS_T,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,THS_T,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,THS_T,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,THS_T,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,THS_T,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,THS_T,PL	0.000 	0.000 	0.000 	0.000 	0.000 	31.000 	31.000 	32.000 	34.000 	33.000 	32.000 	34.000 	22.857 	21.305 
A,FC_OTH_HH_E_WH,O4000,THS_T,PT	314.871 	273.727 	249.594 	241.282 	219.500 	203.133 	201.415 	201.427 	197.056 	191.255 	216.676 	189.239 	170.494 	160.975 
A,FC_OTH_HH_E_WH,O4000,THS_T,RO	0.000 	0.000 	0.000 	0.000 	0.000 	47.475 	45.749 	51.689 	54.307 	59.194 	51.095 	46.476 	48.038 	44.027 
A,FC_OTH_HH_E_WH,O4000,THS_T,RS	0.000 	1.000 	1.000 	1.000 	0.000 	0.000 	0.000 	0.337 	0.267 	0.335 	0.185 	0.217 	0.250 	0.247 
A,FC_OTH_HH_E_WH,O4000,THS_T,SE	0.000 	0.000 	0.000 	0.000 	0.000 	41.000 	37.000 	37.000 	34.000 	34.000 	37.000 	8.000 	6.000 	4.893 
A,FC_OTH_HH_E_WH,O4000,THS_T,SI	34.202 	28.755 	24.968 	20.144 	18.890 	17.304 	14.938 	14.120 	14.085 	14.416 	14.453 	12.388 	14.622 	15.009 
A,FC_OTH_HH_E_WH,O4000,THS_T,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.430 	2.700 	1.900 	2.300 	2.700 	2.800 	3.700 
A,FC_OTH_HH_E_WH,O4000,THS_T,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34.115 	34.152 e
A,FC_OTH_HH_E_WH,O4000,THS_T,UA	: 	: 	: 	: 	: 	: 	2.415 	5.461 	7.685 	2.775 	3.335 	: 	: 	: 
A,FC_OTH_HH_E_WH,O4000,THS_T,UK	428.602 	433.612 	415.894 	474.210 	456.933 	444.366 	447.984 	415.281 	422.990 	418.887 	: 	: 	: 	: 
A,FC_OTH_HH_E_WH,O4000,THS_T,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,TJ,AL	529.422 	518.680 	541.518 	531.994 	620.322 	611.340 	689.106 	770.167 	786.370 	755.092 	779.374 	841.659 	825.125 	796.824 
A,FC_OTH_HH_E_WH,O4000,TJ,AT	5014.543 	5602.704 	5142.831 	5228.888 	4958.002 	4636.988 	4407.292 	4365.697 	3882.781 	3900.073 	4003.193 	4599.364 	3940.662 	3200.319 
A,FC_OTH_HH_E_WH,O4000,TJ,BA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	7055.730 	6679.581 	6296.480 	5963.207 	7228.056 	7350.044 	7479.136 	7552.980 
A,FC_OTH_HH_E_WH,O4000,TJ,BG	10.408 	13.205 	12.101 	12.144 	11.550 	36.708 	29.578 	26.239 	23.909 	21.224 	21.702 	22.404 	18.536 	13.922 
A,FC_OTH_HH_E_WH,O4000,TJ,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	287.061 	382.038 	377.062 	349.342 	362.358 	307.601 
A,FC_OTH_HH_E_WH,O4000,TJ,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,TJ,DE	83324.364 	87615.140 	86613.751 	64658.765 	70843.888 	61592.468 	60721.950 	66226.183 	63680.302 	76207.227 	83760.277 	50909.501 	69767.293 	64770.429 
A,FC_OTH_HH_E_WH,O4000,TJ,DK	0.000 	0.000 	0.000 	0.000 	0.000 	4287.995 	4099.003 	3928.014 	2752.940 	3473.487 	3162.820 	2978.913 	2729.719 	2276.171 
A,FC_OTH_HH_E_WH,O4000,TJ,EA20	161985.957 	160889.995 	154939.391 	130508.813 	134720.912 	152231.066 	159332.253 	164252.726 	162254.359 	167939.047 	179794.634 	141989.642 	154733.856 	143379.284 
A,FC_OTH_HH_E_WH,O4000,TJ,EE	24.197 	30.224 	30.379 	24.321 	24.321 	24.321 	18.219 	12.160 	10.843 	8.780 	8.122 	6.190 	6.487 	6.106 
A,FC_OTH_HH_E_WH,O4000,TJ,EL	0.000 	0.000 	0.000 	210.766 	0.000 	2557.762 	1253.837 	1826.076 	1807.225 	1936.000 	2450.634 	2184.329 	3142.532 	3001.641 
A,FC_OTH_HH_E_WH,O4000,TJ,ES	31739.358 	27875.135 	26904.772 	26192.524 	25008.670 	25752.405 	25441.509 	23887.941 	24962.081 	21114.960 	20448.455 	21274.233 	23003.228 	20119.297 
A,FC_OTH_HH_E_WH,O4000,TJ,EU27_2020	161996.365 	160903.200 	154951.492 	130520.957 	134732.462 	162414.918 	168990.213 	174159.528 	171079.984 	177665.013 	188771.890 	149400.357 	161346.388 	149214.120 
A,FC_OTH_HH_E_WH,O4000,TJ,FI	0.000 	0.000 	0.000 	0.000 	0.000 	2757.760 	2587.020 	2369.345 	2324.646 	2109.499 	1991.662 	1579.826 	1454.112 	809.172 
A,FC_OTH_HH_E_WH,O4000,TJ,FR	24789.178 	24780.028 	22593.741 	21163.480 	21975.869 	20627.988 	23323.370 	24449.942 	23294.714 	22184.425 	22851.986 	20202.019 	14587.189 	12917.933 
A,FC_OTH_HH_E_WH,O4000,TJ,GE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	13.570 	7.912 	7.268 	3.786 	2.806 	3.219 
A,FC_OTH_HH_E_WH,O4000,TJ,HR	623.131 	482.370 	456.545 	434.780 	384.621 	352.304 	320.539 	349.894 	325.298 	262.230 	237.343 	233.008 	217.343 	208.122 
A,FC_OTH_HH_E_WH,O4000,TJ,HU	0.000 	0.000 	0.000 	0.000 	0.000 	431.921 	353.170 	444.559 	451.111 	438.007 	309.000 	287.544 	257.507 	248.569 
A,FC_OTH_HH_E_WH,O4000,TJ,IE	0.000 	0.000 	0.000 	0.000 	0.000 	10136.489 	10926.916 	11210.519 	11426.909 	11542.813 	13256.106 	11906.237 	10432.622 	10737.983 
A,FC_OTH_HH_E_WH,O4000,TJ,IT	0.000 	0.000 	0.000 	0.000 	0.000 	13002.593 	12725.974 	12204.403 	13296.035 	11938.334 	11716.158 	11158.212 	10807.277 	10615.795 
A,FC_OTH_HH_E_WH,O4000,TJ,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	205.620 	227.649 	219.050 	227.338 	261.559 	315.197 	317.201 
A,FC_OTH_HH_E_WH,O4000,TJ,LU	448.284 	544.796 	474.481 	454.721 	431.998 	517.572 	436.740 	315.411 	376.136 	392.858 	308.306 	367.681 	367.778 	307.790 
A,FC_OTH_HH_E_WH,O4000,TJ,LV	277.885 	277.885 	277.885 	277.885 	280.646 	271.214 	294.668 	332.357 	348.800 	346.718 	324.876 	327.911 	320.672 	345.380 
A,FC_OTH_HH_E_WH,O4000,TJ,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	684.649 	684.649 	624.582 	600.582 	243.356 	224.198 	219.495 
A,FC_OTH_HH_E_WH,O4000,TJ,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,TJ,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,TJ,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,TJ,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,TJ,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4000,TJ,PL	0.000 	0.000 	0.000 	0.000 	0.000 	1413.228 	1413.941 	1459.776 	1549.924 	1507.176 	1460.800 	1546.558 	1040.774 	970.026 
A,FC_OTH_HH_E_WH,O4000,TJ,PT	14274.974 	12442.346 	11368.508 	10993.780 	9998.078 	9252.145 	9171.470 	9185.460 	8972.759 	8719.124 	9874.359 	8618.112 	7768.098 	7341.991 
A,FC_OTH_HH_E_WH,O4000,TJ,RO	0.000 	0.000 	0.000 	0.000 	0.000 	2285.399 	2202.311 	2488.257 	2614.267 	2849.538 	2459.646 	2237.288 	2312.490 	2119.414 
A,FC_OTH_HH_E_WH,O4000,TJ,RS	0.000 	46.253 	45.788 	47.903 	0.000 	0.000 	0.000 	15.944 	12.632 	15.849 	8.753 	10.266 	11.828 	11.686 
A,FC_OTH_HH_E_WH,O4000,TJ,SE	0.000 	0.000 	0.000 	0.000 	0.000 	1728.601 	1559.957 	1559.957 	1433.474 	1436.534 	1563.287 	338.008 	253.506 	206.734 
A,FC_OTH_HH_E_WH,O4000,TJ,SI	1470.043 	1239.366 	1076.499 	868.904 	814.818 	749.058 	647.020 	612.358 	610.439 	624.310 	624.902 	537.875 	633.070 	649.344 
A,FC_OTH_HH_E_WH,O4000,TJ,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	19.780 	124.200 	87.400 	105.800 	124.200 	128.800 	170.200 
A,FC_OTH_HH_E_WH,O4000,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1568.815 	1570.872 
A,FC_OTH_HH_E_WH,O4000,TJ,UA	: 	: 	: 	: 	: 	: 	111.090 	251.206 	353.510 	127.650 	153.410 	: 	: 	: 
A,FC_OTH_HH_E_WH,O4000,TJ,UK	18869.589 	19089.667 	18311.981 	20887.978 	20092.801 	19543.641 	19692.564 	18251.739 	18595.634 	18405.204 	: 	: 	: 	: 
A,FC_OTH_HH_E_WH,O4000,TJ,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4630,THS_T,AL	11.730 	11.492 	11.998 	11.787 	13.744 	13.545 	15.268 	17.064 	17.423 	16.730 	17.268 	18.648 	17.440 	16.842 
A,FC_OTH_HH_E_WH,O4630,THS_T,AT	3.688 	3.574 	3.434 	3.119 	3.203 	3.149 	2.524 	2.513 	2.285 	2.331 	2.378 	3.458 	2.776 	2.700 
A,FC_OTH_HH_E_WH,O4630,THS_T,BA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4630,THS_T,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	16.200 	15.100 	14.000 	14.000 	12.500 	13.300 	14.100 	14.300 
A,FC_OTH_HH_E_WH,O4630,THS_T,BG	0.228 	0.288 	0.264 	0.264 	0.252 	0.798 	0.643 	0.572 	0.520 	0.462 	0.474 	0.488 	0.405 	0.303 
A,FC_OTH_HH_E_WH,O4630,THS_T,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	1.900 	1.929 	1.878 	2.342 	2.463 	2.184 
A,FC_OTH_HH_E_WH,O4630,THS_T,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4630,THS_T,DE	105.666 	122.821 	105.884 	85.924 	89.216 	69.247 	93.156 	77.585 	126.183 	118.655 	131.175 	120.292 	131.595 	84.552 
A,FC_OTH_HH_E_WH,O4630,THS_T,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	5.808 	6.301 	6.462 	7.211 	6.491 	6.053 
A,FC_OTH_HH_E_WH,O4630,THS_T,EA20	1037.145 	971.125 	917.490 	862.945 	812.542 	941.872 	998.350 	965.355 	1030.389 	941.791 	953.350 	941.323 	946.381 	824.888 
A,FC_OTH_HH_E_WH,O4630,THS_T,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_WH,O4630,THS_T,EL	0.000 	0.000 	0.000 	0.354 	0.000 	1.300 	0.100 	0.000 	0.642 	0.000 	0.000 	0.000 	6.627 	0.000 
A,FC_OTH_HH_E_WH,O4630,THS_T,ES	561.507 	497.437 	485.424 	461.842 	431.587 	424.023 	437.371 	406.225 	422.688 	354.613 	331.476 	352.870 	397.803 	338.665 
